"","999
099","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
101","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
102","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"PhD Diss/DMA Project","Course Total","47","",".",".",".",".",".",".",".","91.5","",".",".","",".","6.4",".",".","2.1","."
"MUSIC
660","Dept. Total","4441","3.801","84.9","4.7","4.8","1.1","0.8","0.2","0.3","2.7","",".","0.1","",".","0.1","0.2","0.0","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","307","3.682","86.3","4.2","4.2","2.6","1.3","0.3","1.0",".","",".",".","",".",".",".",".",".","."
"Sophomore","","1000","3.789","88.7","3.6","4.7","1.4","0.7","0.5","0.3",".","",".",".","",".",".","0.1",".",".","."
"Junior","","1207","3.831","88.3","5.5","4.1","0.7","0.7","0.1","0.4",".","",".",".","",".",".","0.1","0.2","0.1","."
"Senior","","1589","3.795","86.2","5.0","6.0","1.3","0.9","0.2","0.2","0.1","",".","0.2","",".",".",".",".",".","."
"Undergraduates","","4103","3.796","87.4","4.7","5.0","1.2","0.8","0.2","0.3","0.0","",".","0.1","",".",".","0.0","0.0","0.0","."
"Special","","98","3.886","25.5","2.0","2.0",".",".",".",".","68.4","",".",".","",".",".","1.0",".","1.0","."
"Graduate","","248","3.864","67.3","4.8","2.8",".","0.4","0.4",".","19.8","",".",".","",".","1.2","1.6",".","1.6","."
"Prof Yr 1","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","4450","3.801","85.0","4.7","4.8","1.1","0.8","0.2","0.3","2.7","",".","0.1","",".","0.1","0.2","0.0","0.1","."
