"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","12344","3.760","71.3","11.3","5.4","2.0","1.9","0.6","0.4","3.2","0.0","2.1","",".","0.6","0.9","0.0","0.2","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","646","3.561","65.5","13.0","9.0","4.2","4.8","1.2","1.5","0.2",".",".","",".",".","0.5",".",".","0.2"
"Sophomore","","1713","3.694","71.5","14.0","7.5","2.0","2.6","1.2","0.8","0.1",".",".","",".",".","0.4",".",".","."
"Junior","","2184","3.711","73.0","12.1","7.1","2.6","2.6","1.0","0.4","0.0",".","1.1","",".",".","0.2",".","0.0","."
"Senior","","4708","3.737","71.2","13.3","6.3","2.5","1.9","0.6","0.4","0.4",".","2.5","",".",".","0.7",".","0.0","."
"Undergraduates","","9251","3.712","71.3","13.1","6.9","2.5","2.4","0.8","0.6","0.3",".","1.5","",".",".","0.5",".","0.0","0.0"
"Special","","330","3.797","54.2","8.5","3.9","1.2","1.5","0.3",".","26.1",".","0.3","",".",".","1.2","0.6","1.8","0.3"
"Graduate","","2755","3.946","73.4","5.3","0.8","0.2","0.1",".","0.0","10.5","0.1","4.3","",".","2.5","2.1","0.0","0.5","."
"Prof Yr 2","","5","***","","","","","","","","","",".","",".",".","20.0",".",".","."
"Prof Yr 3","","5","***","","","","","","","","","",".","",".",".","20.0",".",".","."
"Prof Yr 4","","6","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","16","4.000","87.5",".",".",".",".",".",".",".",".",".","",".",".","12.5",".",".","."
"","College Total","12352","3.760","71.3","11.2","5.4","2.0","1.9","0.6","0.4","3.2","0.0","2.1","",".","0.6","0.9","0.0","0.2","0.0"
