"","990
185","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
189","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
193","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","124","",".",".",".",".",".",".",".","66.9","0.8",".",".","32.3",".",".",".","."
"PHYSICS
754","Dept. Total","3257","3.080","26.8","20.6","19.6","14.2","12.0","1.9","0.3","2.7","0.0","0.1",".","1.2","0.4","0.2",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"754
PHYSICS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","121","2.932","23.1","25.6","14.9","11.6","19.8","3.3","1.7",".",".",".",".",".",".",".",".","."
"Sophomore","","658","3.001","24.3","20.4","21.1","14.9","16.4","2.4","0.2",".",".","0.2",".",".",".","0.2",".","."
"Junior","","1112","3.063","26.4","21.2","19.8","16.4","13.0","2.3","0.3",".",".","0.2",".",".","0.3",".",".","0.1"
"Senior","","1055","3.103","28.4","20.9","21.9","15.3","10.6","1.6","0.4",".",".",".",".",".","0.8","0.1",".","0.1"
"Undergraduates","","2946","3.056","26.5","21.1","20.6","15.4","13.2","2.1","0.3",".",".","0.1",".",".","0.4","0.1",".","0.1"
"Special","","31","3.477","32.3","22.6","12.9","3.2","3.2",".",".","12.9",".",".",".",".",".","12.9",".","."
"Graduate","","280","3.630","28.6","15.4","8.9","1.8","0.4",".",".","30.0","0.4",".",".","14.3","0.4",".",".","."
"","Dept. Total","3257","3.080","26.8","20.6","19.6","14.2","12.0","1.9","0.3","2.7","0.0","0.1",".","1.2","0.4","0.2",".","0.1"
