"Seminar-Investments (Ph.D.)","","","","","","","","","","","","","","","","","","","",""
"Topics Seminar-Finance PhD","972
001","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Seminar-Workshop in Finance","973
001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".",".",".",".","."
"PhD Thesis-Finance","990
121","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"FINANCE
233","Dept. Total","1621","3.349","36.3","25.3","21.3","7.8","8.1","0.6","0.2","0.2","0.1",".","",".","0.1","0.1",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"233
FINANCE","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","46","2.924","21.7","8.7","28.3","15.2","26.1",".",".",".",".",".","",".",".",".",".",".","."
"Junior","","292","3.113","22.3","22.3","28.8","10.6","15.4","0.7",".",".",".",".","",".",".",".",".",".","."
"Senior","","866","3.304","33.6","26.1","21.1","9.5","8.0","0.9","0.3","0.2","0.1",".","",".",".","0.1",".",".","."
"Undergraduates","","1204","3.242","30.4","24.5","23.3","10.0","10.5","0.8","0.2","0.2","0.1",".","",".",".","0.1",".",".","."
"Special","","59","3.430","33.9","28.8","23.7","6.8","3.4",".",".","1.7",".",".","",".",".",".",".","1.7","."
"Graduate","","352","3.698","56.8","27.3","13.9","0.6","0.9",".",".","0.3",".",".","",".","0.3",".",".",".","."
"Prof Yr 3","","6","3.591","33.3","33.3","33.3",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","6","3.591","33.3","33.3","33.3",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","Dept. Total","1621","3.349","36.3","25.3","21.3","7.8","8.1","0.6","0.2","0.2","0.1",".","",".","0.1","0.1",".","0.1","."
