"Second Semester Hebrew","102
001","","21","4.000","100.0",".","","",".",".","","",".","",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"Fourth Semester Hebrew","202
001","","6","4.000","100.0",".","","",".",".","","",".","",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"Intro to Hebrew Literature","302
001","","7","4.000","100.0",".","","",".",".","","",".","",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"Topics in Modern Hebrew Lit II","402
001","","1","***","","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"HEBR-MOD
442","Dept. Total","","35","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","","B","","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"442
HEBR-MOD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","5","***","","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Sophomore","","","11","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","12","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","4","***","","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Undergraduates","","","32","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","2","***","","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","","1","***","","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","35","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
