"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"Cognition in Health and Societ","525
001","68","3.612","67.6","16.2","2.9","4.4","4.4",".","2.9",".",".",".",".",".","1.5",".",".","."
"Criminal Mind:Forensics/Scienc","526
001","104","3.799","74.0","12.5","8.7","1.9","1.0",".",".","1.9",".",".",".",".",".",".",".","."
"Psych Effects of the Internet","532
001","126","3.524","63.5","13.5","4.8","4.8","9.5","3.2",".",".",".",".",".",".",".","0.8",".","."
"","601
001","25","3.780","72.0","12.0","16.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","601
002","26","3.810","61.5","38.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","601
003","25","3.360","40.0","20.0","20.0","12.0","8.0",".",".",".",".",".",".",".",".",".",".","."
"","601
004","26","3.980","92.3","3.8",".",".",".",".",".",".",".",".",".",".","3.8",".",".","."
"","601
005","27","3.407","22.2","51.9","11.1","14.8",".",".",".",".",".",".",".",".",".",".",".","."
"","601
006","27","3.462","40.7","11.1","40.7","3.7",".",".",".","3.7",".",".",".",".",".",".",".","."
"","007
601","26","3.654","61.5","15.4","19.2",".","3.8",".",".",".",".",".",".",".",".",".",".","."
"Current Topics - Psychology","Course Total","182","3.634","55.5","22.0","15.4","4.4","1.6",".",".","0.5",".",".",".",".","0.5",".",".","."
"Systems Neuroscience","611
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
005","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
006","10","3.893","80.0",".","10.0",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"","621
007","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
008","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
009","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
010","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
014","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
015","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
016","10","3.875","90.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
017","43","4.000","97.7",".",".",".",".",".",".",".",".",".",".",".","2.3",".",".","."
"","621
019","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
020","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
022","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
023","36","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
029","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
037","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
038","15","3.965","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
039","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
040","26","3.938","88.5","11.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
044","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
049","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
051","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
053","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
055","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
057","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
058","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
059","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
065","25","4.000","96.0",".",".",".",".",".",".",".",".",".",".",".","4.0",".",".","."
"","621
075","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mentored Research and Seminar","Course Total","313","3.987","96.8","1.3","0.6",".",".",".",".",".",".",".",".",".","1.0",".","0.3","."
"","682
005","3","***","","","","","","","","","",".",".",".",".",".",".","."
"June 20, 2018","","","","","","","","","","","","","","","","","","Page 304 of 426",""
