"","699
001","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
003","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
004","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Directed Studies","Course Total","3","***","","","","","","","","","","","","","","","","","","","",""
"BIOLOGY
205","Dept. Total","1503","2.998","26.0","10.6","36.4","5.7","13.9","4.7","2.2","",".","",".",".","",".","",".","0.4","0.1",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"205
BIOLOGY","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","150","2.356","13.3","3.3","32.0","7.3","23.3","14.0","6.0","",".","",".",".","",".","",".",".",".",".","0.7"
"Sophomore","","603","2.815","18.9","9.3","38.3","7.0","18.4","5.6","1.8","",".","",".",".","",".","",".","0.5",".",".","0.2"
"Junior","","600","3.244","32.8","12.3","39.0","3.8","8.2","2.2","1.2","",".","",".",".","",".","",".","0.3","0.2",".","."
"Senior","","146","3.198","39.0","16.4","23.3","5.5","9.6","1.4","4.1","",".","",".",".","",".","",".","0.7",".",".","."
"Undergraduates","","1499","2.996","25.9","10.6","36.5","5.6","13.9","4.7","2.2","",".","",".",".","",".","",".","0.4","0.1",".","0.1"
"Special","","4","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","1503","2.998","26.0","10.6","36.4","5.7","13.9","4.7","2.2","",".","",".",".","",".","",".","0.4","0.1",".","0.1"
