"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","",""
"LIFE SCIENCES COMMUNICATIO Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"120
LSC","","","","","","","","","","","","","","","","","","",""
"","100
001","16","3.563","50.0","12.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
002","15","3.433","13.3","60.0","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
100","16","3.313","37.5","37.5","6.3",".","12.5","6.3",".",".",".",".",".",".",".",".",".","."
"","004
100","15","3.533","40.0","26.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
005","16","3.406","25.0","56.3","12.5",".",".","6.3",".",".",".",".",".",".",".",".",".","."
"","100
006","16","3.594","68.8","18.8",".",".","6.3","6.3",".",".",".",".",".",".",".",".",".","."
"","100
007","15","3.733","53.3","40.0","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","008
100","16","3.625","56.3","25.0","6.3","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","009
100","15","3.533","40.0","26.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
010","16","3.688","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
011","15","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
012","15","3.767","60.0","33.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Science and Storytelling","Course Total","186","3.589","47.8","32.8","15.1","1.1","1.6","1.6",".",".",".",".",".",".",".",".",".","."
"Sci&Technology Newswriting","111
001","19","3.316","42.1","21.1","15.8",".","21.1",".",".",".",".",".",".",".",".",".",".","."
"","212
001","18","3.306","44.4","38.9",".",".",".","16.7",".",".",".",".",".",".",".",".",".","."
"","212
002","15","3.667","66.7","13.3","6.7","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Scientific Communication","Course Total","33","3.470","54.5","27.3","3.0","6.1",".","9.1",".",".",".",".",".",".",".",".",".","."
"Rsrch Mthd: Commun Indstry","250
001","25","3.320","44.0","20.0","8.0","12.0","16.0",".",".",".",".",".",".",".",".",".",".","."
"Science, Media and Society","251
001","138","3.328","37.7","23.2","20.3","10.1","5.1","2.2","0.7",".",".",".",".",".","0.7",".",".","."
"Comm in Life Sci Industries","270
001","39","3.718","79.5","7.7","5.1","2.6",".","5.1",".",".",".",".",".",".",".",".",".","."
"Intro to Digital Video Prod","314
001","14","3.308","21.4","28.6","35.7",".","7.1",".",".","7.1",".",".",".",".",".",".",".","."
"Print&Electronic Media Dsgn","332
001","28","3.661","60.7","17.9","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Information Radio","360
001","16","3.656","50.0","37.5","6.3","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","399
001","6","3.909","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Coord Intrnshp/Cooprtv Educ","Course Total","7","3.938","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Comm Science with Narrative","430
001","19","3.694","63.2","10.5","15.8","5.3",".",".",".",".",".",".",".",".",".",".","5.3","."
"Social Media for Life Sciences","432
001","36","3.643","61.1","16.7","13.9","2.8",".","2.8",".","2.8",".",".",".",".",".",".",".","."
"Integrated Marktng Communicatn","435
001","9","3.722","55.6","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ag Marketing NAMA","477
001","22","3.909","95.5",".",".",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"","515
001","13","3.808","69.2","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","515
002","13","3.731","76.9",".","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"Pub Info Campaigns & Progms","Course Total","26","3.769","73.1","11.5","11.5","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"Scientific Writing","560
001","20","3.889","85.0",".",".",".","5.0",".",".","5.0",".",".",".",".","5.0",".",".","."
"Advanced Video Production","614
001","8","2.929","12.5","37.5","25.0",".",".",".","12.5","12.5",".",".",".",".",".",".",".","."
"Case Studies-Com of Sci & Tech","640
001","18","3.556","27.8","55.6","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Honors Thesis","682
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","699
007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Colloq in Life Sci Communicatn","700
001","19","",".",".",".",".",".",".",".","5.3",".","94.7",".",".",".",".",".","."
"Technology and Society","833
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics","875
001","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"June 20, 2018","","","","","","","","","","","","","","","","","","","Page 5 of 426"
