"ENGLISH","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","","",""
"695","114","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","124","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Creative Writing","Course Total","","43","3.849","88.4","2.3","2.3","4.7","2.3",".",".",".",".",".",".",".",".",".",".","."
"699","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","071","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","114","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","131","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","9","3.925","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"702
Perspectives on Literacy","001","","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"705
Contemp Comp Thry II-Modern","001","","10","4.000","80.0",".",".",".",".",".",".",".",".",".",".",".","20.0",".",".","."
"709
Adv Eng Phonology","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"782
Graduate Poetry Workshop","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"785","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"785","034","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"785","039","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"785","049","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"785","108","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"MFA Thesis","Course Total","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"799","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","093","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","105","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","110","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","114","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","","9","4.000","77.8",".",".",".",".",".",".",".",".",".",".",".","22.2",".",".","."
"800
Critical Methods in Lit","001","","14","4.000","85.7",".",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"805","001","","7","4.000","85.7",".",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"805","002","","8","3.500","87.5",".",".",".",".",".","12.5",".",".",".",".",".",".",".",".","."
"Topics in 18th-Century Lit","Course Total","","15","3.714","86.7",".",".",".",".",".","6.7",".",".",".",".",".","6.7",".",".","."
"808","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"808","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Modernism","Course Total","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"817
Seminar-American Literature","001","","12","4.000","91.7",".",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"820
Topics in Poetry","001","","13","3.875","69.2","23.1",".",".",".",".",".",".",".",".",".",".","7.7",".",".","."
"822
Topics in Theory","001","","17","4.000","82.4",".",".",".",".",".",".","11.8",".",".",".",".","5.9",".",".","."
"859
Sem-Interdisc Theatre Studies","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"879
Advanced Seminar in Lit","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"905
Smr-Appld English Linguistc","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
