"","990
097","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
266","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research or Thesis","Course Total","51","",".",".",".",".",".",".",".","86.3","",".",".","",".","13.7",".",".",".","."
"Advanced Independent Study","999
054","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"E C E
320","Dept. Total","3000","3.484","47.1","20.2","14.8","5.4","3.6","0.8","0.2","5.1","",".","0.2","",".","2.4","0.2",".","0.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","19","3.579","78.9","5.3",".","5.3","5.3",".","5.3",".","",".",".","",".",".",".",".",".","."
"Sophomore","","198","3.580","63.1","16.2","9.6","6.1","3.5","1.5",".",".","",".",".","",".",".",".",".",".","."
"Junior","","773","3.372","45.5","22.5","17.3","8.5","4.9","1.0","0.1",".","",".",".","",".",".",".",".",".","."
"Senior","","1372","3.435","45.4","24.3","18.7","5.5","4.4","0.9","0.4","0.1","",".",".","",".",".","0.4",".",".","."
"Undergraduates","","2362","3.426","47.2","22.9","17.3","6.5","4.5","1.0","0.3","0.1","",".",".","",".",".","0.2",".",".","."
"Special","","64","3.833","78.1","9.4","10.9",".",".",".",".","1.6","",".",".","",".",".",".",".",".","."
"Graduate","","573","3.774","42.9","10.5","4.9","1.4","0.3",".",".","26.2","",".","1.0","",".","12.4","0.2",".","0.2","."
"Prof Yr 4","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","3000","3.484","47.1","20.2","14.8","5.4","3.6","0.8","0.2","5.1","",".","0.2","",".","2.4","0.2",".","0.0","."
