"L&S","","","","","","","","","","","","","","","","","","","","",""
"AFRICAN LANGUAGES & LITERA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","","","",""
"AFRICAN
Dept. Total
104","569","3.611","59.4","19.7","9.1","3.2","3.7","0.4","1.2","2.3","",".",".","",".","",".","0.5",".","0.4","0.2"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","52","3.399","42.3","28.8","11.5","7.7","7.7",".","1.9",".","",".",".","",".","",".",".",".",".","."
"Sophomore","148","3.652","64.9","20.3","4.7","3.4","4.7","0.7","0.7",".","",".",".","",".","",".","0.7",".",".","."
"Junior","104","3.628","67.3","15.4","8.7","2.9","3.8",".","1.9",".","",".",".","",".","",".",".",".",".","."
"Senior","192","3.565","57.3","20.3","13.5","3.1","3.1","0.5","1.6","0.5","",".",".","",".","",".",".",".",".","."
"Undergraduates","496","3.586","60.1","20.2","9.7","3.6","4.2","0.4","1.4","0.2","",".",".","",".","",".","0.2",".",".","."
"Special","9","3.833","22.2","11.1",".",".",".",".",".","33.3","",".",".","",".","",".",".",".","22.2","11.1"
"Graduate","61","3.869","62.3","16.4","3.3",".",".",".",".","14.8","",".",".","",".","",".","3.3",".",".","."
"Prof Yr 2","2","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Prof Yr 4","1","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","3","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Dept. Total","569","3.611","59.4","19.7","9.1","3.2","3.7","0.4","1.2","2.3","",".",".","",".","",".","0.5",".","0.4","0.2"
