"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMN","College Total","352","3.899","85.2","11.1","3.1","0.3","",".","",".","",".","",".","",".",".","",".","",".","0.3",".",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"AMN","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","47","3.765","70.2","12.8","14.9","2.1","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","71","3.940","85.9","11.3","1.4",".","",".","",".","",".","",".","",".",".","",".","",".","1.4",".",".","."
"Junior","","81","3.944","92.6","7.4",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Senior","","144","3.889","86.1","11.8","2.1",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","343","3.899","85.4","10.8","3.2","0.3","",".","",".","",".","",".","",".",".","",".","",".","0.3",".",".","."
"Special","","6","3.875","66.7","33.3",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Graduate","","4","***","","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"","College Total","353","3.899","85.3","11.0","3.1","0.3","",".","",".","",".","",".","",".",".","",".","",".","0.3",".",".","."
