"COUNSELING PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"270
COUN PSY","","","","","","","","","","","","","","","","","","",""
"","105
005","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","105
006","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","105
007","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Human Dev; Awareness Proc","Course Total","38","3.987","97.4","2.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
011","15","3.867","93.3",".",".",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"","110
021","27","3.963","96.3",".","3.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","022
110","24","3.913","87.5",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","4.2"
"","024
110","24","3.292","58.3","12.5","4.2","12.5","4.2",".","8.3",".",".",".",".",".",".",".",".","."
"","110
025","18","3.278","55.6","5.6","16.7","5.6","11.1",".","5.6",".",".",".",".",".",".",".",".","."
"Human Dev:Career Strategies","Course Total","108","3.673","78.7","3.7","6.5","3.7","3.7",".","2.8",".",".",".",".",".",".",".",".","0.9"
"","115
001","20","3.925","90.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
006","10","3.500","80.0",".","10.0",".",".",".","10.0",".",".",".",".",".",".",".",".","."
"","115
021","10","3.800","90.0",".",".",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","115
022","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
023","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
024","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
026","11","3.864","81.8","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
027","7","3.143","57.1","14.3",".","14.3",".",".","14.3",".",".",".",".",".",".",".",".","."
"","115
035","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
036","10","3.850","80.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
037","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
038","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
044","8","3.813","87.5",".",".","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","115
045","10","3.450","60.0","20.0",".","10.0",".","10.0",".",".",".",".",".",".",".",".",".","."
"","115
047","10","2.850","60.0",".",".","10.0","10.0",".","20.0",".",".",".",".",".",".",".",".","."
"Human Dev: Ed Effectiveness","Course Total","156","3.769","86.5","3.8","2.6","2.6","1.3","0.6","2.6",".",".",".",".",".",".",".",".","."
"","125
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","125
002","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"A Wisconsin Experience Seminar","Course Total","13","3.731","84.6","7.7",".",".",".","7.7",".",".",".",".",".",".",".",".",".","."
"Coming to Terms-Cultrl Divrsty","225
001","180","3.850","85.6","6.1","4.4","1.7","1.7","0.6",".",".",".",".",".",".",".",".",".","."
"","300
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","300
002","10","3.300","50.0","10.0","10.0","10.0","20.0",".",".",".",".",".",".",".",".",".",".","."
"","300
004","19","4.000","94.7",".",".",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"Topics: Couns./Couns. Psych","Course Total","34","3.821","79.4","5.9","2.9","2.9","5.9",".",".",".",".",".",".",".","2.9",".",".","."
"Smr:Stdts Seekng Educ Equ&Div","325
001","20","3.800","70.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Latin@ Mental Health","525
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","620
001","7","4.000","85.7",".",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"","620
003","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spec Topics-Cnslg & Guidnce","Course Total","18","4.000","94.4",".",".",".",".",".",".",".",".",".",".",".","5.6",".",".","."
"Theory & Prac-Interviewing","650
001","89","3.803","73.0","18.0","6.7","1.1","1.1",".",".",".",".",".",".",".",".",".",".","."
"Clinical Communication Skills","655
001","22","3.932","90.9","4.5","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Reading","699
038","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Qualitative Research","719
001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ethnic/Racial Social Dev","726
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"June 20, 2018","","","","","","","","","","","","","","","","","","","Page 82 of 426"
