"MECHANICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"Geom Modeling-Engr Applcatn","331
001","81","3.136","14.8","27.2","37.0","12.3","8.6",".",".",".",".",".",".",".",".",".",".","."
"Intro to Dynamic Systems","340
001","93","3.559","63.4","18.3","6.5","3.2","5.4",".","3.2",".",".",".",".",".",".",".",".","."
"Design of Machine Elements","342
001","123","3.565","36.6","45.5","13.8","2.4","1.6",".",".",".",".",".",".",".",".",".",".","."
"","349
002","23","3.587","30.4","56.5","13.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","349
003","19","3.342",".","68.4","31.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","349
005","18","3.472","11.1","72.2","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","349
006","10","3.800","70.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Engineering Design Projects","Course Total","70","3.521","22.9","58.6","18.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Interdis Exper Dsgn Projects I","351
001","23","3.935","87.0","13.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Interdis Expr Dsgn Projects II","352
001","66","3.841","72.7","24.2","1.5","1.5",".",".",".",".",".",".",".",".",".",".",".","."
"","361
001","51","3.382","31.4","33.3","21.6","7.8","5.9",".",".",".",".",".",".",".",".",".",".","."
"","002
361","59","3.356","50.8","15.3","15.3","5.1","8.5","3.4","1.7",".",".",".",".",".",".",".",".","."
"","003
361","53","3.066","30.2","20.8","18.9","15.1","7.5","3.8","3.8",".",".",".",".",".",".",".",".","."
"Thermodynamics","Course Total","163","3.270","38.0","22.7","18.4","9.2","7.4","2.5","1.8",".",".",".",".",".",".",".",".","."
"","363
001","59","3.008","16.9","25.4","23.7","20.3","10.2","1.7","1.7",".",".",".",".",".",".",".",".","."
"","363
002","58","3.172","24.1","20.7","31.0","20.7","1.7",".","1.7",".",".",".",".",".",".",".",".","."
"Fluid Dynamics","Course Total","117","3.090","20.5","23.1","27.4","20.5","6.0","0.9","1.7",".",".",".",".",".",".",".",".","."
"Elementary Heat Transfer","364
001","115","3.132","24.3","28.7","20.0","13.0","7.0","6.1",".",".",".",".",".",".",".",".","0.9","."
"Engr Measure & Instrumentation","368
001","88","3.250","22.7","29.5","30.7","11.4","4.5","1.1",".",".",".",".",".",".",".",".",".","."
"Energy Systems Laboratory","370
001","107","3.000","13.1","24.3","32.7","9.3","20.6",".",".",".",".",".",".",".",".",".",".","."
"","417
001","97","3.489","36.1","23.7","38.1",".",".",".",".","1.0",".",".",".",".","1.0",".",".","."
"","417
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Polymer Processing","Course Total","99","3.500","37.4","23.2","37.4",".",".",".",".","1.0",".",".",".",".","1.0",".",".","."
"Fundamentals-Injection Molding","419
003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Automatic Controls","446
003","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","447
001","23","3.130","21.7","13.0","47.8","4.3","13.0",".",".",".",".",".",".",".",".",".",".","."
"","447
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Comptr Cntrl-Machns&Process","Course Total","24","3.167","25.0","12.5","45.8","4.2","12.5",".",".",".",".",".",".",".",".",".",".","."
"Applied Thermal/Struct FE Anal","460
001","30","3.700","56.7","26.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Thermal Systems Modeling","461
001","30","3.017","13.3","30.0","13.3","33.3","10.0",".",".",".",".",".",".",".",".",".",".","."
"Welding Metallurgy","462
001","15","3.733","46.7","53.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Engr Princpl Off-Road Vehicles","476
001","19","3.342","21.1","31.6","42.1","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","489
027","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","489
041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","489
057","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors in Research","Course Total","3","***","","","","","","","","","","","","","","","",""
"","491
015","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","491
016","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","491
022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","491
026","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","491
033","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","491
035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","491
041","2","***","","","","","","","","","",".",".",".",".",".",".","."
"June 20, 2018","","","","","","","","","","","","","","","","","","Page 140 of 426",""
