"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","","",""
"HEC","College Total","4292","3.622","62.0","19.3","8.9","4.0","2.5","0.8","0.7","0.9","0.0",".","",".","0.2","0.4","0.1","0.2","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"HEC","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","192","3.595","66.7","19.3","6.8","4.2","2.1",".","1.0",".",".",".","",".",".",".",".",".","."
"Sophomore","","825","3.590","61.6","19.8","10.4","4.1","2.9","0.4","0.7",".",".",".","",".",".","0.1",".",".","."
"Junior","","1164","3.618","59.5","21.6","10.1","4.3","2.3","1.0","0.4","0.2",".",".","",".",".","0.4",".",".","0.1"
"Senior","","1905","3.619","62.8","19.2","8.6","4.2","2.7","1.0","1.0","0.3",".",".","",".",".","0.3","0.1",".","."
"Undergraduates","","4086","3.612","61.8","20.0","9.3","4.2","2.6","0.8","0.8","0.2",".",".","",".",".","0.3","0.0",".","0.0"
"Special","","31","3.713","58.1","6.5",".","3.2",".","3.2",".","6.5",".",".","",".",".",".","9.7","12.9","."
"Graduate","","174","3.950","67.2","4.0","0.6",".","0.6",".",".","16.7","0.6",".","",".","5.2","3.4",".","1.7","."
"Prof Yr 4","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","3.500",".","100.0",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","College Total","4292","3.622","62.0","19.3","8.9","4.0","2.5","0.8","0.7","0.9","0.0",".","",".","0.2","0.4","0.1","0.2","0.0"
