"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","344
010","16","3.125","31.3","6.3","31.3","18.8","12.5",".",".",".",".",".",".",".",".",".",".","."
"","344
011","18","3.111","27.8","5.6","44.4","16.7",".","5.6",".",".",".",".",".",".",".",".",".","."
"","344
013","17","3.235","29.4","5.9","47.1","17.6",".",".",".",".",".",".",".",".",".",".",".","."
"","344
014","14","3.250","21.4","28.6","35.7","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"","344
015","16","3.219","25.0","25.0","25.0","18.8","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
016","15","3.200","33.3","13.3","20.0","26.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","017
344","12","3.208","33.3","8.3","33.3","16.7","8.3",".",".",".",".",".",".",".",".",".",".","."
"","344
018","11","3.091","27.3",".","63.6",".",".","9.1",".",".",".",".",".",".",".",".",".","."
"","344
019","11","3.000","18.2",".","72.7",".",".","9.1",".",".",".",".",".",".",".",".",".","."
"","020
344","14","3.214","35.7",".","42.9","14.3","7.1",".",".",".",".",".",".",".",".",".",".","."
"","344
022","14","3.214","35.7","7.1","28.6","21.4","7.1",".",".",".",".",".",".",".",".",".",".","."
"","344
023","16","3.156","31.3",".","43.8","18.8","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
024","14","3.143","21.4","28.6","28.6","14.3",".","7.1",".",".",".",".",".",".",".",".",".","."
"","344
025","11","3.045","18.2",".","54.5","27.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
026","15","3.233","33.3","13.3","20.0","33.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
027","12","3.167","33.3",".","41.7","16.7","8.3",".",".",".",".",".",".",".",".",".",".","."
"","344
028","14","3.143","21.4","14.3","50.0",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"","344
029","15","3.167","26.7","6.7","46.7","13.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"","344
030","15","3.167","26.7","20.0","20.0","26.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","344
031","11","3.182","36.4",".","36.4","18.2","9.1",".",".",".",".",".",".",".",".",".",".","."
"","344
033","13","3.231","38.5","7.7","38.5","7.7",".","7.7",".",".",".",".",".",".",".",".",".","."
"","035
344","14","3.179","28.6","7.1","42.9","14.3","7.1",".",".",".",".",".",".",".",".",".",".","."
"","344
039","14","3.179","35.7","7.1","28.6","14.3","14.3",".",".",".",".",".",".",".",".",".",".","."
"","344
040","18","3.139","27.8",".","50.0","16.7","5.6",".",".",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry Lab","Course Total","486","3.167","28.4","9.5","39.1","15.6","6.2","1.2",".",".",".",".",".",".",".",".",".","."
"","001
345","234","2.788","22.2","9.4","25.2","3.8","33.3","5.1","0.9",".",".",".",".",".",".",".",".","."
"","345
002","300","2.800","20.0","6.3","34.7","5.3","27.7","3.3","2.0",".",".",".",".",".","0.3","0.3",".","."
"","345
003","207","2.894","25.6","10.1","28.5","11.1","16.9","4.3","3.4",".",".",".",".",".",".",".",".","."
"","345
004","29","3.431","41.4","24.1","24.1","6.9",".","3.4",".",".",".",".",".",".",".",".",".","."
"","345
005","120","2.874","21.7","12.5","27.5","9.2","22.5","4.2","1.7",".",".",".",".",".",".","0.8",".","."
"Intmed Organic Chemistry","Course Total","890","2.849","22.8","9.4","29.4","6.9","25.1","4.2","1.9",".",".",".",".",".","0.1","0.2",".","."
"Polymeric Materials","421
001","14","2.821","14.3","28.6","14.3","7.1","28.6","7.1",".",".",".",".",".",".",".",".",".","."
"Industrial Chem and Business","505
001","13","3.038","38.5","15.4","7.7","7.7","23.1","7.7",".",".",".",".",".",".",".",".",".","."
"Advanced Inorganic Chemistry","511
001","19","3.132","31.6","10.5","36.8","5.3","10.5","5.3",".",".",".",".",".",".",".",".",".","."
"Chemical Instrumentation","524
001","41","3.390","34.1","29.3","17.1","19.5",".",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry","561
001","51","2.873","27.5","11.8","15.7","21.6","15.7","3.9","3.9",".",".",".",".",".",".",".",".","."
"Physical Chemistry","562
001","104","3.175","32.7","11.5","36.5","9.6","3.8","1.9","2.9",".",".",".",".",".","1.0",".",".","."
"","563
001","7","3.786","71.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
563","12","3.750","83.3",".","8.3",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","563
004","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","006
563","12","3.708","50.0","41.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","40","3.788","72.5","17.5","7.5",".","2.5",".",".",".",".",".",".",".",".",".",".","."
"","564
001","13","3.808","84.6","7.7",".",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","564
003","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","564
004","12","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"June 20, 2018","","","","","","","","","","","","","","","","","","Page 186 of 426",""
