"","999
027","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
031","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
055","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","3","***","","","","","","","","","","","","","","","","","","",""
"B M E
207","Dept. Total","512","3.528","36.9","25.0","16.8","2.5","0.4","0.4","",".","13.3","",".",".","",".","4.3","0.2",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","6","3.857","66.7","33.3",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","66","3.365","27.3","42.4","24.2","4.5","1.5",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","278","3.488","45.0","29.1","21.2","3.2","0.4","0.7","",".",".","",".","0.4","",".",".",".",".",".","."
"Undergraduates","","350","3.474","42.0","31.7","21.4","3.4","0.6","0.6","",".",".","",".","0.3","",".",".",".",".",".","."
"Special","","5","4.000","60.0",".",".",".",".",".","",".","20.0","",".","20.0","",".",".",".",".",".","."
"Graduate","","178","3.709","21.3","8.4","5.6","0.6",".",".","",".","36.0","",".","15.7","",".","11.2","0.6",".","0.6","."
"Prof Yr 2","","8","3.500","12.5","25.0","12.5",".",".",".","",".","12.5","",".","25.0","",".","12.5",".",".",".","."
"Prof Yr 3","","3","",".",".",".",".",".",".","",".","66.7","",".",".","",".","33.3",".",".",".","."
"Prof Yr 4","","1","",".",".",".",".",".",".","",".","100.0","",".",".","",".",".",".",".",".","."
"Professionals","","12","3.500","8.3","16.7","8.3",".",".",".","",".","33.3","",".","16.7","",".","16.7",".",".",".","."
"","Dept. Total","545","3.528","34.7","23.5","15.8","2.4","0.4","0.4","",".","12.7","",".","5.9","",".","4.0","0.2",".","0.2","."
