"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"963
WOMEN ST","","","","","","","","","","","","","","","","","","","","","",""
"","999
024","3","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Research","Course Total","4","***","","","","","","","","","","","","","","","","","","",""
"WOMEN ST
963","Dept. Total","1238","3.450","42.5","27.7","16.0","4.5","3.8","1.8","1.1","0.9","",".",".","",".","",".","1.8",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"963
WOMEN ST","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","101","3.282","31.7","37.6","15.8","5.0","4.0","2.0","4.0",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","253","3.380","35.2","32.8","19.4","6.7","2.8","2.0","1.2",".","",".",".","",".","",".",".",".",".","."
"Junior","","351","3.425","41.9","28.5","16.2","3.7","4.6","2.3","1.1",".","",".",".","",".","",".","1.7",".",".","."
"Senior","","474","3.500","45.8","24.3","15.4","4.2","4.2","1.5","0.4","1.7","",".",".","",".","",".","2.5",".",".","."
"Undergraduates","","1179","3.433","41.1","28.5","16.5","4.7","4.0","1.9","1.1","0.7","",".",".","",".","",".","1.5",".",".","."
"Special","","9","3.500","33.3","11.1","11.1","11.1",".",".",".","33.3","",".",".","",".","",".",".",".",".","."
"Graduate","","50","3.890","76.0","12.0","4.0",".",".",".",".",".","",".",".","",".","",".","8.0",".",".","."
"","Dept. Total","1238","3.450","42.5","27.7","16.0","4.5","3.8","1.8","1.1","0.9","",".",".","",".","",".","1.8",".",".","."
