"","699
001","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
002","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
003","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Ind Study:Directed Readings","Course Total","3","***","","","","","","","","","","","","","","","","","","",""
"ASIAN AM
184","Dept. Total","329","3.582","53.8","23.1","16.1","2.4","0.9","0.3","1.8","0.3","",".",".","",".","",".","0.6",".",".","0.6"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"184
ASIAN AM","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","27","3.667","66.7","18.5","7.4",".",".",".","3.7",".","",".",".","",".","",".",".",".",".","3.7"
"Sophomore","","106","3.621","58.5","18.9","18.9","0.9",".",".","1.9",".","",".",".","",".","",".",".",".",".","0.9"
"Junior","","86","3.533","50.0","25.6","16.3","3.5","2.3","1.2","1.2",".","",".",".","",".","",".",".",".",".","."
"Senior","","107","3.554","48.6","27.1","15.9","3.7","0.9",".","1.9","0.9","",".",".","",".","",".","0.9",".",".","."
"Undergraduates","","326","3.579","53.7","23.3","16.3","2.5","0.9","0.3","1.8","0.3","",".",".","",".","",".","0.3",".",".","0.6"
"Special","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","2","4.000","50.0",".",".",".",".",".",".",".","",".",".","",".","",".","50.0",".",".","."
"","Dept. Total","329","3.582","53.8","23.1","16.1","2.4","0.9","0.3","1.8","0.3","",".",".","",".","",".","0.6",".",".","0.6"
