"","999
068","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
072","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
073","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
074","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Work","Course Total","51","3.985","58.8","2.0",".",".",".",".",".","15.7","",".",".","",".","5.9","7.8",".","9.8","."
"HISTORY
448","Dept. Total","3323","3.354","31.4","26.2","19.5","7.8","3.2","0.8","1.2","6.7","",".",".","",".","0.5","1.5","0.4","0.6","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","142","3.096","19.0","23.2","31.0","15.5","8.5","0.7","1.4",".","",".",".","",".",".","0.7",".",".","."
"Sophomore","","521","3.279","27.6","28.2","25.3","11.3","4.2","1.0","1.2","0.2","",".",".","",".",".","1.0",".",".","."
"Junior","","831","3.332","30.9","31.3","22.0","7.1","2.6","1.1","2.0","1.2","",".",".","",".",".","1.3","0.2",".","0.1"
"Senior","","1422","3.360","32.3","28.0","20.2","8.1","3.6","0.7","1.1","4.3","",".",".","",".","0.2","1.1","0.3","0.1","."
"Undergraduates","","2916","3.322","30.4","28.7","22.2","8.7","3.7","0.9","1.4","2.5","",".",".","",".","0.1","1.1","0.2","0.1","0.0"
"Special","","96","3.527","8.3","5.2","2.1","3.1",".",".",".","59.4","",".",".","",".",".","1.0","7.3","13.5","."
"Graduate","","309","3.917","47.9","9.1","0.3",".",".",".",".","30.4","",".",".","",".","4.9","5.5","0.3","1.6","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","3323","3.354","31.4","26.2","19.5","7.8","3.2","0.8","1.2","6.7","",".",".","",".","0.5","1.5","0.4","0.6","0.0"
