"Directed Study","Course Total","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","775
001","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","775
002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Externship","Course Total","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"COMP BIO
934","Dept. Total","496","3.575","48.0","23.6","19.2","4.8","2.0","0.4",".","2.0",".",".",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"934
COMP BIO","","","","","","","","","","","","","","","","","","",""
"Junior","","5","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 1","","324","3.631","56.8","19.4","17.6","3.7","1.9","0.6",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","146","3.379","26.0","37.0","26.0","8.2","2.7",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Professionals","","480","3.562","46.3","24.4","19.8","5.0","2.1","0.4",".","2.1",".",".",".",".",".",".",".","."
"","Dept. Total","496","3.575","48.0","23.6","19.2","4.8","2.0","0.4",".","2.0",".",".",".",".",".",".",".","."
