"MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"ONCOLOGY","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"700
ONCOLOGY","","","","","","","","","","","","","","","","","","","","","","","","",""
"ONCOLOGY
700","Dept. Total","153","3.800","17.6","2.6","2.0","1.3","",".","",".","",".","64.7","",".",".","",".","11.1","",".",".","0.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"700
ONCOLOGY","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","4","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","5","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","21","3.837","66.7","19.0","9.5",".","",".","",".","",".",".","",".",".","",".",".","",".",".","4.8","."
"Undergraduates","","30","3.887","76.7","13.3","6.7",".","",".","",".","",".",".","",".",".","",".",".","",".",".","3.3","."
"Graduate","","122","3.333","2.5",".","0.8","1.6","",".","",".","",".","81.1","",".",".","",".","13.9","",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","153","3.800","17.6","2.6","2.0","1.3","",".","",".","",".","64.7","",".",".","",".","11.1","",".",".","0.7","."
