"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","",""
"PHM","College Total","2898","3.523","49.1","19.4","17.3","5.9","3.2","0.2","0.2","2.0","",".","2.0",".","0.2","0.4",".","0.0","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"PHM","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","11","3.727","54.5","36.4","9.1",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","74","3.649","70.3","14.9","5.4","2.7","2.7","2.7","1.4",".","",".",".",".",".",".",".",".","."
"Junior","","69","3.754","78.3","5.8","5.8","1.4","4.3","1.4",".","2.9","",".",".",".",".",".",".",".","."
"Senior","","126","3.863","86.5","4.8","5.6","0.8","1.6",".",".",".","",".",".",".",".",".",".","0.8","."
"Undergraduates","","280","3.774","78.9","8.9","5.7","1.4","2.5","1.1","0.4","0.7","",".",".",".",".",".",".","0.4","."
"Graduate","","176","3.708","25.6","6.3","1.1","1.1",".",".",".","31.8","",".","26.1",".","2.8","5.1",".",".","."
"Prof Yr 1","","438","3.109","34.7","15.5","29.2","7.3","10.7","0.5","0.2",".","",".","1.6",".",".","0.2",".",".","."
"Prof Yr 2","","935","3.351","39.1","24.6","23.0","9.2","3.6","0.1","0.1",".","",".",".",".",".","0.2",".",".","."
"Prof Yr 3","","813","3.562","54.4","23.5","15.1","5.4","0.6",".","0.1",".","",".","0.7",".",".","0.1",".",".","."
"Prof Yr 4","","256","3.838","77.0","14.8","6.6","0.8","0.4",".","0.4",".","",".",".",".",".",".",".",".","."
"Professionals","","2442","3.501","47.4","21.6","19.8","6.7","3.6","0.1","0.2",".","",".","0.5",".",".","0.2",".",".","."
"","College Total","2898","3.523","49.1","19.4","17.3","5.9","3.2","0.2","0.2","2.0","",".","2.0",".","0.2","0.4",".","0.0","."
