"","990
065","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
066","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
067","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
069","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","57","",".",".",".",".",".",".",".","80.7",".",".",".","19.3",".",".",".","."
"PSYCH
820","Dept. Total","4662","3.093","32.8","17.3","17.8","13.4","10.9","3.2","1.7","1.6","0.1",".",".","0.3","0.5",".","0.2","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"Freshmen","","499","2.613","13.6","15.0","12.8","27.9","18.2","7.2","4.0","0.4",".",".",".",".","0.4",".",".","0.4"
"Sophomore","","1059","2.893","20.4","17.4","21.6","19.0","14.5","4.9","1.8","0.3",".",".",".",".",".",".",".","0.1"
"Junior","","1071","3.052","28.2","19.0","21.8","12.1","12.7","3.3","1.9","0.3","0.3",".",".",".","0.5",".",".","."
"Senior","","1707","3.336","44.5","18.8","16.9","8.5","7.0","1.6","1.0","1.0","0.1",".",".","0.2","0.4",".",".","."
"Undergraduates","","4336","3.074","31.0","18.1","18.8","14.2","11.6","3.5","1.8","0.6","0.1",".",".","0.1","0.3",".",".","0.1"
"Special","","64","2.893","37.5","4.7","7.8","9.4","14.1",".","7.8","6.3",".",".",".",".","1.6",".","10.9","."
"Graduate","","254","3.852","62.2","7.5","2.4","0.8",".",".",".","18.5",".",".",".","4.3","4.3",".",".","."
"Prof Yr 1","","5","3.700","60.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","2","3.250",".","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","8","3.500","37.5","25.0","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","4662","3.093","32.8","17.3","17.8","13.4","10.9","3.2","1.7","1.6","0.1",".",".","0.3","0.5",".","0.2","0.1"
