"BUS","","","","","","","","","","","","","","","","","","","","",""
"REAL ESTATE & URBAN LAND E Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"239
REAL EST","","","","","","","","","","","","","","","","","","","","",""
"REAL EST
Dept. Total
239","544","3.418","35.7","28.5","25.9","4.8","2.6","0.6","",".","0.7","",".",".","",".","0.7","0.6",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"239
REAL EST","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","25","3.120","20.0","24.0","28.0","16.0","12.0",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","66","3.274","21.2","27.3","39.4","6.1","1.5","1.5","",".",".","",".",".","",".",".","3.0",".",".","."
"Senior","248","3.367","32.3","27.0","29.4","6.5","2.8","0.8","",".","0.8","",".",".","",".",".","0.4",".",".","."
"Undergraduates","339","3.330","29.2","26.8","31.3","7.1","3.2","0.9","",".","0.6","",".",".","",".",".","0.9",".",".","."
"Special","6","3.600","50.0","16.7",".","16.7",".",".","",".","16.7","",".",".","",".",".",".",".",".","."
"Graduate","194","3.572","45.9","31.4","18.0","0.5","1.5",".","",".","0.5","",".",".","",".","2.1",".",".",".","."
"Prof Yr 2","3","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","2","3.500",".","100.0",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Professionals","5","3.786","60.0","40.0",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Dept. Total","544","3.418","35.7","28.5","25.9","4.8","2.6","0.6","",".","0.7","",".",".","",".","0.7","0.6",".",".","."
