"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","",""
"GENERAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","",""
"","300
001","21","3.762","61.9","33.3",".","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","300
002","17","3.824","70.6","23.5","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
003","19","3.737","52.6","42.1","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
004","11","3.682","36.4","63.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
005","17","3.794","58.8","41.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
006","20","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
007","20","3.850","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
008","17","3.853","70.6","29.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
009","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","300
010","24","3.771","58.3","37.5","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
011","19","3.789","57.9","42.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
012","19","3.842","73.7","21.1","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
013","20","3.925","85.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
014","6","3.583","33.3","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
015","19","3.763","57.9","36.8","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
016","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
017","18","3.722","55.6","38.9",".","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"Professional Communication","Course Total","283","3.799","63.3","33.9","2.1","0.7",".",".",".",".",".",".",".",".",".",".",".","."
"","301
001","267","2.968","17.6","11.2","43.4","10.1","13.9","3.7",".",".",".",".",".",".",".",".",".","."
"","301
002","130","3.092","24.6","12.3","37.7","10.8","13.1","1.5",".",".",".",".",".",".",".",".",".","."
"Business Law","Course Total","397","3.009","19.9","11.6","41.6","10.3","13.6","3.0",".",".",".",".",".",".",".",".",".","."
"","302
001","40","3.400","42.5","22.5","12.5","17.5","5.0",".",".",".",".",".",".",".",".",".",".","."
"","302
002","32","3.469","37.5","28.1","25.0","9.4",".",".",".",".",".",".",".",".",".",".",".","."
"Bus Orgs&Negotiable Instrumnts","Course Total","72","3.431","40.3","25.0","18.1","13.9","2.8",".",".",".",".",".",".",".",".",".",".","."
"","303
001","119","3.139","26.9","11.8","42.9","4.2","12.6","0.8","0.8",".",".",".",".",".",".",".",".","."
"","303
010","70","2.793","18.6","7.1","40.0","11.4","11.4","8.6","2.9",".",".",".",".",".",".",".",".","."
"Business Statistics","Course Total","189","3.011","23.8","10.1","41.8","6.9","12.2","3.7","1.6",".",".",".",".",".",".",".",".","."
"","304
001","73","3.267","21.9","26.0","37.0","13.7","1.4",".",".",".",".",".",".",".",".",".",".","."
"","304
002","74","3.277","23.0","23.0","41.9","10.8","1.4",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Bus Statistics","Course Total","147","3.272","22.4","24.5","39.5","12.2","1.4",".",".",".",".",".",".",".",".",".",".","."
"Mgmt & Mrktg Non-Bus Majors","311
001","83","3.401","41.0","10.8","24.1","12.0","3.6",".",".","8.4",".",".",".",".",".",".",".","."
"Intercultural Communctn in Bus","320
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","365
001","23","3.783","69.6","26.1",".",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","365
006","17","3.794","64.7","29.4","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","007
365","19","3.889","73.7","21.1",".",".",".",".",".","5.3",".",".",".",".",".",".",".","."
"","365
009","62","3.259","45.2","8.1","25.8","1.6","4.8","4.8","3.2","6.5",".",".",".",".",".",".",".","."
"Contemporary Topics","Course Total","121","3.670","57.0","16.5","14.0","0.8","3.3","2.5","1.7","4.1",".",".",".",".",".",".",".","."
"Prof Experience in Business","450
001","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Prof Exp Bus-Extended Intrnshp","451
001","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Sys Thinking & Sustainable Bus","601
001","25","3.660","48.0","36.0","16.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Managerial Communication","700
030","56","3.911","87.5","7.1","5.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Managing Legal Environment","701
001","29","3.981","89.7","3.4",".",".",".",".",".","6.9",".",".",".",".",".",".",".","."
"","710
001","58","3.621","37.9","51.7","6.9","3.4",".",".",".",".",".",".",".",".",".",".",".","."
"","002
710","61","3.590","34.4","52.5","9.8","3.3",".",".",".",".",".",".",".",".",".",".",".","."
"June 23, 2011","","","","","","","","","","","","","","","","","","","Page 49 of 403"
