"","999
009","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
013","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
016","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Indep Reading & Research","Course Total","3","***","","","","","","","","","","","","","","","","","",""
"AFRICAN
104","Dept. Total","547","3.357","38.4","20.7","19.4","8.6","5.3","1.5","1.5","2.9","",".",".","",".","0.4","0.7",".","0.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","67","3.219","31.3","16.4","26.9","10.4","10.4","3.0","1.5",".","",".",".","",".",".",".",".",".","."
"Sophomore","","121","3.369","39.7","17.4","20.7","10.7","8.3",".","0.8","1.7","",".",".","",".",".","0.8",".",".","."
"Junior","","134","3.343","38.1","20.1","19.4","11.9","4.5","0.7","2.2","1.5","",".",".","",".",".","1.5",".",".","."
"Senior","","147","3.307","38.8","25.2","19.0","6.8","4.1","3.4","2.0","0.7","",".",".","",".",".",".",".",".","."
"Undergraduates","","469","3.320","37.7","20.5","20.7","9.8","6.2","1.7","1.7","1.1","",".",".","",".",".","0.6",".",".","."
"Special","","10","3.537","30.0","20.0","20.0",".",".",".",".","20.0","",".",".","",".",".",".",".","10.0","."
"Graduate","","68","3.679","44.1","22.1","10.3","1.5",".",".",".","13.2","",".",".","",".","2.9","1.5",".","4.4","."
"","Dept. Total","547","3.357","38.4","20.7","19.4","8.6","5.3","1.5","1.5","2.9","",".",".","",".","0.4","0.7",".","0.7","."
