"","990
088","1","***","","","","","","","","","","","",".",".",".","",".","",".",".","."
"","990
089","3","***","","","","","","","","","","","",".",".",".","",".","",".",".","."
"","990
091","1","***","","","","","","","","","","","",".",".",".","",".","",".",".","."
"Research","Course Total","34","",".",".",".",".",".","",".","",".","100.0",".",".",".","",".","",".",".",".","."
"M&ENVTOX
362","Dept. Total","102","3.418","9.8","6.9","9.8","1.0","2.0","",".","",".","70.6",".",".",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"362
M&ENVTOX","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","4","2.429",".",".","50.0",".","50.0","",".","",".",".",".",".",".","",".","",".",".",".","."
"Junior","","5","2.889",".",".","80.0","20.0",".","",".","",".",".",".",".",".","",".","",".",".",".","."
"Senior","","11","3.579","27.3","45.5","9.1",".",".","",".","",".","18.2",".",".",".","",".","",".",".",".","."
"Undergraduates","","20","3.171","15.0","25.0","35.0","5.0","10.0","",".","",".","10.0",".",".",".","",".","",".",".",".","."
"Special","","3","3.000",".",".","33.3",".",".","",".","",".","66.7",".",".",".","",".","",".",".",".","."
"Graduate","","79","3.710","8.9","2.5","2.5",".",".","",".","",".","86.1",".",".",".","",".","",".",".",".","."
"","Dept. Total","102","3.418","9.8","6.9","9.8","1.0","2.0","",".","",".","70.6",".",".",".","",".","",".",".",".","."
