"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","204
001","21","2.952","19.0","14.3","38.1","4.8","19.0","4.8",".",".",".",".",".",".",".",".",".","."
"","204
002","19","3.263","42.1","21.1","21.1",".","10.5",".","5.3",".",".",".",".",".",".",".",".","."
"","003
204","15","3.300","33.3","20.0","26.7","13.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"","204
004","13","2.962","15.4","30.8","15.4","7.7","30.8",".",".",".",".",".",".",".",".",".",".","."
"","204
005","9","3.167","11.1","11.1","77.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","006
204","24","2.674","12.5","16.7","20.8","20.8","16.7",".","8.3","4.2",".",".",".",".",".",".",".","."
"","204
007","24","3.521","33.3","37.5","29.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
008","23","2.913","21.7","13.0","34.8","4.3","21.7",".","4.3",".",".",".",".",".",".",".",".","."
"","204
009","24","3.438","33.3","29.2","29.2","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","204
010","23","3.609","47.8","34.8","13.0",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","204
011","23","3.283","34.8","30.4","13.0",".","21.7",".",".",".",".",".",".",".",".",".",".","."
"","204
012","23","3.196","26.1","21.7","34.8","8.7","4.3","4.3",".",".",".",".",".",".",".",".",".","."
"","204
013","22","3.250","22.7","27.3","31.8","13.6","4.5",".",".",".",".",".",".",".",".",".",".","."
"","204
014","23","3.478","47.8","26.1","8.7","8.7","8.7",".",".",".",".",".",".",".",".",".",".","."
"","204
015","24","3.167","25.0","16.7","33.3","16.7","8.3",".",".",".",".",".",".",".",".",".",".","."
"","016
204","24","2.875","25.0","8.3","29.2","8.3","20.8","8.3",".",".",".",".",".",".",".",".",".","."
"","204
017","24","3.458","50.0","20.8","8.3","12.5","8.3",".",".",".",".",".",".",".",".",".",".","."
"","204
018","21","3.525","33.3","38.1","19.0","4.8",".",".",".","4.8",".",".",".",".",".",".",".","."
"","204
019","19","2.895","15.8","21.1","31.6","10.5","10.5","10.5",".",".",".",".",".",".",".",".",".","."
"Fourth Semester Spanish","Course Total","398","3.215","29.9","23.4","25.6","7.8","10.3","1.5","1.0","0.5",".",".",".",".",".",".",".","."
"","223
001","160","3.368","38.1","26.3","21.9","4.4","6.3","1.3","1.3",".",".",".",".",".","0.6",".",".","."
"","002
223","23","3.565","47.8","21.7","26.1","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","223
003","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Hispanic Cultures","Course Total","191","3.413","40.8","25.7","21.5","4.2","5.2","1.0","1.0",".",".",".",".",".","0.5",".",".","."
"","224
002","17","3.281","23.5","29.4","23.5","11.8","5.9",".",".","5.9",".",".",".",".",".",".",".","."
"","224
003","21","3.286","33.3","14.3","38.1","4.8","9.5",".",".",".",".",".",".",".",".",".",".","."
"","224
004","23","3.630","47.8","30.4","21.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
005","24","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
006","19","3.842","68.4","31.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
007","23","3.609","60.9","8.7","26.1",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","224
008","20","3.500","75.0","10.0","5.0",".",".",".","10.0",".",".",".",".",".",".",".",".","."
"","224
009","19","3.658","73.7","15.8","5.3",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"","010
224","19","3.184","42.1","10.5","10.5","26.3","5.3","5.3",".",".",".",".",".",".",".",".",".","."
"","224
011","15","4.000","93.3",".",".",".",".",".",".","6.7",".",".",".",".",".",".",".","."
"","224
012","19","3.868","73.7","26.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Hispanic Literatures","Course Total","219","3.583","57.5","18.7","15.1","3.7","2.3","0.5","1.4","0.9",".",".",".",".",".",".",".","."
"","226
002","12","3.500","41.7","25.0","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","226
003","18","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
004","12","3.625","50.0","33.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","226
005","19","3.158","15.8","31.6","36.8",".","15.8",".",".",".",".",".",".",".",".",".",".","."
"","226
006","18","3.361","27.8","22.2","44.4","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","007
226","19","3.579","47.4","26.3","21.1","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","226
008","20","3.300","20.0","30.0","45.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","009
226","19","3.368","21.1","36.8","36.8","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","226
010","19","3.474","36.8","31.6","21.1","10.5",".",".",".",".",".",".",".",".",".",".",".","."
