"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","",""
"Elem/Intmed Tuba","225","035","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Percussion","227","033","7","3.583","14.3","42.9",".",".",".",".",".",".",".",".",".",".","42.9",".",".","."
"","231","009","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","231","025","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","231","083","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intermediate Violin","","Course Total","12","3.964","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intermediate Viola","233","004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Cello","235","071","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed String Bass","237","066","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intermediate Harp","239","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Guitar","240","011","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Accompanying","242","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Second Year Composition","247","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-Percussion","27","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Techniques: Percussion","327","012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Techniques: Violin","331","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Piano Accompanying Lab","342","001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","348","046","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","348","050","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Third Year Composition","","Course Total","3","***","","","","","","","","","","","","","","","",""
"","401","024","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","029","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","047","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Piano","","Course Total","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Organ","403","042","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","006","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","045","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","061","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","062","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Voice","","Course Total","14","3.917","85.7","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Flute","407","010","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Oboe","409","059","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Clarinet","411","005","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Saxophone","413","050","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Bassoon","415","032","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Horn","417","020","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Trumpet","419","063","6","3.938","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Trombone","421","089","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Euphonium","423","035","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Tuba","425","035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Percussion","427","033","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","431","009","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"June 23, 2011","","","","","","","","","","","","","","","","","","","Page 269 of 403",""
