"","990
044","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
046","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
048","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","49","",".",".",".",".",".",".",".","57.1",".",".",".","42.9",".",".",".","."
"F&W ECOL
396","Dept. Total","489","3.332","33.9","18.6","21.5","5.3","6.5","1.0","0.2","7.4",".","0.8",".","4.3","0.2",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"396
F&W ECOL","","","","","","","","","","","","","","","","","","",""
"Freshmen","","12","2.985","16.7","41.7","16.7",".","16.7","8.3",".",".",".",".",".",".",".",".",".","."
"Sophomore","","41","3.127","17.1","26.8","39.0","7.3","7.3","2.4",".",".",".",".",".",".",".",".",".","."
"Junior","","86","3.227","41.9","10.5","23.3","8.1","15.1","1.2",".",".",".",".",".",".",".",".",".","."
"Senior","","220","3.323","33.6","24.5","26.4","6.8","6.4","0.9","0.5","0.5",".",".",".",".",".",".","0.5","."
"Undergraduates","","359","3.268","33.1","22.0","26.7","7.0","8.9","1.4","0.3","0.3",".",".",".",".",".",".","0.3","."
"Special","","9","3.344","22.2",".","22.2","11.1",".",".",".","44.4",".",".",".",".",".",".",".","."
"Graduate","","121","3.724","37.2","9.9","5.8",".",".",".",".","25.6",".","3.3",".","17.4","0.8",".",".","."
"","Dept. Total","489","3.332","33.9","18.6","21.5","5.3","6.5","1.0","0.2","7.4",".","0.8",".","4.3","0.2",".","0.2","."
