"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"752
Adv Computer Architecture I","001","","11","3.682","54.5","27.3","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"753
Fault-Tolerant Computing","001","","13","3.615","38.5","46.2","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"757
Adv Computr Architecture II","001","","15","3.467","26.7","66.7",".",".",".","6.7",".",".",".",".",".",".",".",".",".","."
"762
Biomedical Instrumentation","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","011","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","025","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","030","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","035","","6","",".",".",".",".",".",".",".",".",".",".",".","66.7","33.3",".",".","."
"790","040","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","045","","6","",".",".",".",".",".",".",".","33.3",".",".",".","66.7",".",".",".","."
"790","048","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","051","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","061","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","062","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","066","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","077","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","080","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","216","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","218","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","245","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","266","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research or Thesis","Course Total","","65","",".",".",".",".",".",".",".","52.3",".",".",".","44.6","3.1",".",".","."
"817
Nonlinear Systems","001","","6","3.875","50.0","16.7",".",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"842
Topics in Applied Algebra","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"848
Nonlinear Waves","001","","24","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"890","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","008","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"890","009","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"June 23, 2011","","","","","","","","","","","","","","","","","","","Page 117 of 403",""
