"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"NUR","","","","","","","","","","","","","","","","","","","",""
"NUR","College Total","1834","3.811","65.7","14.1","3.8","0.9","0.2","0.1","0.6","4.7","",".","9.4",".","0.1","0.5",".","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"NUR","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","32","3.922","87.5","9.4","3.1",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","60","3.900","91.7","6.7",".",".",".",".","1.7",".","",".",".",".",".",".",".",".","."
"Junior","","174","3.754","57.5","16.1","3.4","1.7","0.6",".","0.6",".","",".","16.7",".",".","2.9",".","0.6","."
"Senior","","1264","3.796","65.3","16.1","4.5","1.0","0.2",".","0.7","0.6","",".","11.3",".",".","0.2",".","0.1","."
"Undergraduates","","1530","3.797","65.9","15.6","4.2","1.0","0.2",".","0.7","0.5","",".","11.2",".",".","0.5",".","0.1","."
"Special","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Graduate","","293","3.903","63.5","6.5","1.7",".",".","0.3",".","27.0","",".",".",".","0.3","0.7",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 4","","8","3.938","87.5","12.5",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","9","3.940","88.9","11.1",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"","College Total","1834","3.811","65.7","14.1","3.8","0.9","0.2","0.1","0.6","4.7","",".","9.4",".","0.1","0.5",".","0.1","."
