"AMN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AIR FORCE AEROSPACE STUDI","Section","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"102
A F AERO","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","102
001","","14","3.821","78.6","14.3",".","7.1","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"","102
002","","8","4.000","100.0",".",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Foundations of US Air Force II","Course Total","","22","3.886","86.4","9.1",".","4.5","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Evolution of US Air & Space II","202
001","","14","3.857","78.6","14.3","7.1",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Leadership Studies II","304
001","","12","3.958","91.7","8.3",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Preparation for Active Duty","402
001","","9","3.889","77.8","22.2",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"A F AERO
102","Dept. Total","","57","3.909","84.2","12.3","1.8","1.8","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"102
A F AERO","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","11","3.682","63.6","18.2","9.1","9.1","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","13","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","12","3.950","83.3","16.7",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","20","3.917","85.0","15.0",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","56","3.908","83.9","12.5","1.8","1.8","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","57","3.909","84.2","12.3","1.8","1.8","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
