"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","103
001","171","2.909","16.4","17.5","34.5","11.1","13.5","5.8","1.2",".",".",".",".",".",".",".",".","."
"","103
002","341","2.985","26.1","14.4","23.5","15.5","14.7","4.4","1.2",".",".",".",".",".","0.3",".",".","."
"General Chemistry","Course Total","512","2.960","22.9","15.4","27.1","14.1","14.3","4.9","1.2",".",".",".",".",".","0.2",".",".","."
"","104
001","340","2.884","22.4","11.2","29.7","10.9","19.4","4.7","1.8",".",".",".",".",".",".",".",".","."
"","104
002","358","2.965","25.4","8.9","31.0","8.1","24.6","1.1","0.8",".",".",".",".",".",".",".",".","."
"","104
003","355","2.975","19.7","9.9","39.4","11.5","17.5","1.1","0.6",".",".",".",".",".","0.3",".",".","."
"","104
004","309","2.840","24.3","9.1","31.4","8.1","18.1","4.5","4.5",".",".",".",".",".",".",".",".","."
"","104
005","253","2.945","13.0","13.8","42.7","13.8","15.4","0.4","0.8",".",".",".",".",".",".",".",".","."
"General Chemistry","Course Total","1615","2.923","21.4","10.4","34.5","10.3","19.3","2.4","1.7",".",".",".",".",".","0.1",".",".","."
"General Chemistry","108
001","88","3.046","25.0","13.6","30.7","9.1","18.2","2.3",".","1.1",".",".",".",".",".",".",".","."
"Chemical Principles II","116
001","30","3.583","53.3","20.0","16.7","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","299
012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
015","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
027","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","299
039","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
048","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
053","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
059","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
060","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
082","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","20","3.967","95.0",".","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Chem Across the Periodic Table","311
001","86","3.093","25.6","19.8","23.3","15.1","14.0","2.3",".",".",".",".",".",".",".",".",".","."
"","327
001","37","2.919","27.0","16.2","27.0","10.8","8.1","2.7","8.1",".",".",".",".",".",".",".",".","."
"","327
002","46","2.804","26.1","4.3","32.6","4.3","21.7","8.7","2.2",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","Course Total","83","2.855","26.5","9.6","30.1","7.2","15.7","6.0","4.8",".",".",".",".",".",".",".",".","."
"","329
001","57","3.061","31.6","14.0","26.3","8.8","12.3","5.3","1.8",".",".",".",".",".",".",".",".","."
"","329
002","66","3.402","47.0","22.7","12.1","9.1","4.5","4.5",".",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","Course Total","123","3.244","39.8","18.7","18.7","8.9","8.1","4.9","0.8",".",".",".",".",".",".",".",".","."
"","343
001","227","2.757","20.3","9.7","28.6","7.5","23.8","4.8","4.0","0.4",".",".",".",".",".","0.4",".","0.4"
"","343
002","350","2.668","21.1","6.3","24.9","6.6","30.3","7.1","3.1",".",".",".",".",".","0.6",".",".","."
"Intro Organic Chemistry","Course Total","577","2.703","20.8","7.6","26.3","6.9","27.7","6.2","3.5","0.2",".",".",".",".","0.3","0.2",".","0.2"
"","344
001","18","3.278","27.8","33.3","16.7","11.1","11.1",".",".",".",".",".",".",".",".",".",".","."
"","344
002","16","3.313","18.8","37.5","31.3","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","344
003","18","3.278","44.4","5.6","22.2","16.7","11.1",".",".",".",".",".",".",".",".",".",".","."
"","344
004","15","3.267","40.0","6.7","33.3","6.7","13.3",".",".",".",".",".",".",".",".",".",".","."
"","344
005","16","3.156","18.8","12.5","50.0","18.8",".",".",".",".",".",".",".",".",".",".",".","."
"","344
006","18","3.167","22.2","27.8","16.7","27.8","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
007","15","3.300","40.0","6.7","33.3","13.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"","344
008","17","3.235","29.4","23.5","29.4","11.8",".","5.9",".",".",".",".",".",".",".",".",".","."
"","344
009","18","3.250","33.3","33.3","16.7","5.6","5.6",".","5.6",".",".",".",".",".",".",".",".","."
"","344
010","17","3.176","23.5","29.4","17.6","17.6","11.8",".",".",".",".",".",".",".",".",".",".","."
"","344
011","18","3.444","38.9","27.8","22.2","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
013","15","3.200","33.3","20.0","20.0","20.0",".","6.7",".",".",".",".",".",".",".",".",".","."
"","014
344","18","3.222","27.8","22.2","22.2","22.2","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
015","18","3.250","27.8","22.2","27.8","16.7","5.6",".",".",".",".",".",".",".",".",".",".","."
"June 23, 2011","","","","","","","","","","","","","","","","","","Page 173 of 403",""
