"","699
004","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
005","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
006","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"Directed Studies","Course Total","6","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"BIOLOGY
205","Dept. Total","1025","2.921","25.4","11.4","35.2","7.2","11.6","5.7","2.9","0.1","0.1",".","",".","",".","0.2","0.1",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"205
BIOLOGY","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","117","2.380","15.4","6.8","29.9","9.4","21.4","7.7","9.4",".",".",".","",".","",".",".",".",".","."
"Sophomore","","269","2.744","21.2","9.3","34.2","8.2","15.6","7.8","3.3",".",".",".","",".","",".",".",".",".","0.4"
"Junior","","479","3.076","24.6","14.6","41.1","7.3","7.3","4.0","0.8",".",".",".","",".","",".",".","0.2",".","."
"Senior","","153","2.964","40.5","9.2","23.5","3.9","11.1","5.9","3.9",".","0.7",".","",".","",".","1.3",".",".","."
"Undergraduates","","1018","2.918","25.0","11.5","35.4","7.3","11.7","5.7","2.9",".","0.1",".","",".","",".","0.2","0.1",".","0.1"
"Special","","2","3.000",".",".","50.0",".",".",".",".","50.0",".",".","",".","",".",".",".",".","."
"Graduate","","5","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"","Dept. Total","1025","2.921","25.4","11.4","35.2","7.2","11.6","5.7","2.9","0.1","0.1",".","",".","",".","0.2","0.1",".","0.1"
