"","999
003","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
008","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
012","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Work","Course Total","5","***","","","","","","","","","","","","","","","","","",""
"COMP LIT
260","Dept. Total","431","3.357","22.7","40.4","23.9","5.1","2.3","0.2","1.2","2.8","",".",".","",".","0.5","0.9",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"260
COMP LIT","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","31","3.290","3.2","58.1","32.3","6.5",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","132","3.271","12.1","47.0","31.8","5.3","1.5",".","1.5",".","",".",".","",".",".","0.8",".",".","."
"Junior","","114","3.286","14.9","47.4","26.3","7.0",".","0.9","1.8","0.9","",".",".","",".",".","0.9",".",".","."
"Senior","","115","3.395","32.2","34.8","17.4","4.3","7.0",".","0.9","1.7","",".",".","",".",".","1.7",".",".","."
"Undergraduates","","392","3.313","18.1","44.4","26.0","5.6","2.6","0.3","1.3","0.8","",".",".","",".",".","1.0",".",".","."
"Special","","2","3.500","50.0",".","50.0",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","37","4.000","70.3",".",".",".",".",".",".","24.3","",".",".","",".","5.4",".",".",".","."
"","Dept. Total","431","3.357","22.7","40.4","23.9","5.1","2.3","0.2","1.2","2.8","",".",".","",".","0.5","0.9",".",".","."
