"ALS","","","","","","","","","","","","","","","","","","","","","","",""
"PLANT PATHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"766
PL PATH","","","","","","","","","","","","","","","","","","","","","","",""
"PL PATH
766","Dept. Total","118","3.523","40.7","17.8","8.5","5.1","2.5","",".","",".","4.2","",".",".","",".","19.5","1.7",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"766
PL PATH","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","6","3.167",".","50.0","33.3","16.7",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","15","3.431","33.3","40.0","20.0","6.7",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","26","3.493","69.2","3.8","3.8","15.4","7.7","",".","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","47","3.426","48.9","21.3","12.8","12.8","4.3","",".","",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","71","3.647","35.2","15.5","5.6",".","1.4","",".","",".","7.0","",".",".","",".","32.4","2.8",".",".","."
"","Dept. Total","118","3.523","40.7","17.8","8.5","5.1","2.5","",".","",".","4.2","",".",".","",".","19.5","1.7",".",".","."
