"","999
074","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
089","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
091","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Reading and Research","Course Total","4","***","","","","","","","","","","","","","","","","","",""
"RUR SOC
864","Dept. Total","319","3.368","48.3","20.4","13.2","6.6","4.1","1.6","0.9","2.8","",".",".","",".","0.3","1.3","0.3","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"864
RUR SOC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","26","3.553","80.8","3.8","7.7","3.8","3.8",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","74","3.320","50.0","21.6","16.2","8.1","2.7",".","1.4",".","",".",".","",".",".",".",".",".","."
"Junior","","78","3.294","44.9","23.1","14.1","7.7","5.1","2.6","1.3",".","",".",".","",".",".",".","1.3",".","."
"Senior","","105","3.322","41.0","24.8","14.3","7.6","5.7","2.9","1.0","1.0","",".",".","",".",".","1.0",".","1.0","."
"Undergraduates","","283","3.327","48.1","21.6","14.1","7.4","4.6","1.8","1.1","0.4","",".",".","",".",".","0.4","0.4","0.4","."
"Special","","4","3.650","25.0","50.0",".",".",".",".",".",".","",".",".","",".","25.0",".",".",".","."
"Graduate","","32","3.820","53.1","6.3","6.3",".",".",".",".","25.0","",".",".","",".",".","9.4",".",".","."
"","Dept. Total","319","3.368","48.3","20.4","13.2","6.6","4.1","1.6","0.9","2.8","",".",".","",".","0.3","1.3","0.3","0.3","."
