"","990
057","1","***","","","","","","","","","","","","",".",".",".","",".",".",".","."
"","990
063","1","***","","","","","","","","","","","","",".",".",".","",".",".",".","."
"Research and Thesis","Course Total","6","",".",".",".",".","",".","",".","",".","100.0",".",".",".","",".",".",".",".","."
"Advanced Independent Study","999
101","1","***","","","","","","","","","","","","",".",".",".","",".",".",".","."
"ANATOMY
144","Dept. Total","244","3.896","24.2","2.5","0.4",".","",".","",".","",".","70.5",".",".",".","",".","0.4","0.4","0.4","1.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"144
ANATOMY","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","7","4.000","85.7",".",".",".","",".","",".","",".",".",".",".",".","",".",".","14.3",".","."
"Senior","","13","3.814","76.9","15.4","7.7",".","",".","",".","",".",".",".",".",".","",".",".",".",".","."
"Undergraduates","","20","3.862","80.0","10.0","5.0",".","",".","",".","",".",".",".",".",".","",".",".","5.0",".","."
"Special","","1","",".",".",".",".","",".","",".","",".","100.0",".",".",".","",".",".",".",".","."
"Graduate","","25","3.860","56.0","16.0",".",".","",".","",".","",".","24.0",".",".",".","",".","4.0",".",".","."
"Prof Yr 1","","193","4.000","13.0",".",".",".","",".","",".","",".","85.5",".",".",".","",".",".",".",".","1.6"
"Prof Yr 2","","3","4.000","100.0",".",".",".","",".","",".","",".",".",".",".",".","",".",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".","",".","",".","",".",".",".",".",".","",".",".",".",".","."
"Prof Yr 4","","1","",".",".",".",".","",".","",".","",".",".",".",".",".","",".",".",".","100.0","."
"Professionals","","198","4.000","14.6",".",".",".","",".","",".","",".","83.3",".",".",".","",".",".",".","0.5","1.5"
"","Dept. Total","244","3.896","24.2","2.5","0.4",".","",".","",".","",".","70.5",".",".",".","",".","0.4","0.4","0.4","1.2"
