"Special Topics in E P D","Course Total","108","3.912","80.6","11.1","5.6",".",".",".",".",".","",".",".","",".","",".","1.9",".","0.9","."
"","699
022","3","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
033","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Study","Course Total","4","***","","","","","","","","","","","","","","","","","","",""
"E P D
348","Dept. Total","936","3.606","48.9","25.3","11.6","3.0","0.7","0.3","0.5","6.9","",".",".","",".","",".","2.0",".","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"348
E P D","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","83","3.422","37.3","34.9","16.9","2.4","1.2",".","3.6","2.4","",".",".","",".","",".","1.2",".",".","."
"Sophomore","","196","3.683","48.0","26.0","7.1",".","1.0","0.5","0.5","15.8","",".",".","",".","",".","0.5",".","0.5","."
"Junior","","164","3.463","39.0","23.8","14.6","4.3","0.6","1.2","0.6","15.9","",".",".","",".","",".",".",".",".","."
"Senior","","279","3.479","41.6","29.4","17.6","6.8","1.1",".",".","2.2","",".",".","",".","",".","1.1",".","0.4","."
"Undergraduates","","722","3.512","42.2","27.8","14.0","3.9","1.0","0.4","0.7","9.0","",".",".","",".","",".","0.7",".","0.3","."
"Special","","13","3.906","46.2","15.4",".",".",".",".",".",".","",".",".","",".","",".","30.8",".","7.7","."
"Graduate","","201","3.875","73.1","16.9","4.0",".",".",".",".",".","",".",".","",".","",".","5.0",".","1.0","."
"","Dept. Total","936","3.606","48.9","25.3","11.6","3.0","0.7","0.3","0.5","6.9","",".",".","",".","",".","2.0",".","0.5","."
