"L&S","","","","","","","","","","","","","","","","","","",""
"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"Tech-Ordinary Diff Equation","Course Total","211","3.231","56.9","6.6","12.8","5.2","7.1","5.2","5.7",".",".",".",".",".","0.5",".",".","."
"","320
001","95","3.122","32.6","24.2","12.6","14.7","6.3","6.3","2.1",".",".",".",".",".","1.1",".",".","."
"","002
320","88","2.659","12.5","10.2","29.5","19.3","19.3","4.5","4.5",".",".",".",".",".",".",".",".","."
"","320
003","87","3.161","31.0","11.5","39.1","4.6","11.5",".","2.3",".",".",".",".",".",".",".",".","."
"","004
320","93","3.424","54.8","9.7","21.5","3.2","5.4","2.2","2.2","1.1",".",".",".",".",".",".",".","."
"Linear Alg & Diff Equations","Course Total","363","3.096","33.1","14.0","25.3","10.5","10.5","3.3","2.8","0.3",".",".",".",".","0.3",".",".","."
"Appl Mathematical Analysis","321
001","35","2.471","5.7","5.7","28.6","17.1","31.4","5.7","2.9",".",".",".",".",".",".","2.9",".","."
"Appl Mathematical Analysis","322
001","24","3.167","50.0",".","25.0","8.3","4.2","12.5",".",".",".",".",".",".",".",".",".","."
"Intro:Prob&Markov Chain Mod","331
002","22","2.881","36.4","18.2","4.5","13.6","9.1",".","13.6",".",".",".",".",".",".",".","4.5","."
"","340
001","81","2.840","21.0","14.8","35.8","2.5","13.6","7.4","4.9",".",".",".",".",".",".",".",".","."
"","340
002","68","2.582","17.6","10.3","25.0","7.4","19.1","16.2","2.9","1.5",".",".",".",".",".",".",".","."
"","340
003","51","2.510","13.7","5.9","19.6","21.6","27.5","7.8","3.9",".",".",".",".",".",".",".",".","."
"Elem Matrix&Linear Algebra","Course Total","200","2.668","18.0","11.0","28.0","9.0","19.0","10.5","4.0","0.5",".",".",".",".",".",".",".","."
"Linear Algebra","001
341","33","3.121","33.3","18.2","15.2","24.2","3.0","3.0","3.0",".",".",".",".",".",".",".",".","."
