"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","","",""
"HEC","College Total","2669","3.484","47.7","23.9","14.9","5.7","3.8","1.0","0.5","1.6","",".",".",".","0.3","0.5","0.0",".","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"HEC","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","123","3.323","48.0","14.6","17.1","8.9","8.1","2.4","0.8",".","",".",".",".",".",".",".",".","."
"Sophomore","","422","3.356","43.4","23.5","15.4","9.2","5.2","1.7","0.7",".","",".",".",".",".","0.7",".",".","0.2"
"Junior","","753","3.498","49.3","24.4","15.9","5.4","3.6","0.7","0.5",".","",".",".",".",".","0.1",".",".","."
"Senior","","1220","3.503","46.8","26.3","15.4","4.8","3.5","0.9","0.5","1.1","",".",".",".",".","0.6","0.1",".","."
"Undergraduates","","2518","3.470","47.0","24.7","15.6","5.9","4.1","1.0","0.6","0.6","",".",".",".",".","0.4","0.0",".","0.0"
"Special","","13","3.839","69.2",".",".","7.7",".",".",".","23.1","",".",".",".",".",".",".",".","."
"Graduate","","135","3.832","57.0","11.9","3.7","0.7",".",".",".","19.3","",".",".",".","5.2","2.2",".",".","."
"Prof Yr 4","","3","3.786","66.7","33.3",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","3","3.786","66.7","33.3",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"","College Total","2669","3.484","47.7","23.9","14.9","5.7","3.8","1.0","0.5","1.6","",".",".",".","0.3","0.5","0.0",".","0.0"
