"TERM : 1114","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2010-2011","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","",""
"POPULATION HEALTH SCIENCE Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"810
POP HLTH","","","","","","","","","","","","","","","","","","","","",""
"POP HLTH
Dept. Total
810","613","3.720","56.4","22.8","8.6","1.1","0.3","0.2","",".","5.5","",".",".","",".","1.6","2.8","0.2","0.3","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"810
POP HLTH","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","1","2.500",".",".",".","100.0",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","15","3.500","40.0","26.7","26.7","6.7",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","32","3.567","53.1","25.0","18.8",".",".","3.1","",".",".","",".",".","",".",".",".",".",".","."
"Senior","102","3.669","56.9","26.5","10.8","2.0","1.0",".","",".","2.9","",".",".","",".",".",".",".",".","."
"Undergraduates","150","3.619","54.0","26.0","14.0","2.7","0.7","0.7","",".","2.0","",".",".","",".",".",".",".",".","."
"Special","12","3.750","66.7","8.3","16.7",".",".",".","",".",".","",".",".","",".",".",".","8.3",".","."
"Graduate","189","3.708","46.0","24.3","5.8","1.1",".",".","",".","15.3","",".",".","",".","5.3","1.6",".","0.5","."
"Prof Yr 1","31","3.966","93.5","6.5",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 2","10","3.932","90.0","10.0",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","4","4.000","75.0",".",".",".",".",".","",".",".","",".",".","",".",".",".",".","25.0","."
"Prof Yr 4","217","3.767","59.4","23.5","8.8","0.5","0.5",".","",".","0.9","",".",".","",".",".","6.5",".",".","."
"Professionals","262","3.795","64.9","20.6","7.3","0.4","0.4",".","",".","0.8","",".",".","",".",".","5.3",".","0.4","."
"Dept. Total","613","3.720","56.4","22.8","8.6","1.1","0.3","0.2","",".","5.5","",".",".","",".","1.6","2.8","0.2","0.3","."
