"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"IES","","","","","","","","","","","","","","","","","","",""
"IES","College Total","1683","3.398","46.9","16.7","14.2","6.3","6.0","1.8","0.6","3.9","0.1","1.0",".","1.5","0.5","0.1","0.2","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"IES","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","100","3.356","51.0","15.0","15.0","10.0","6.0","2.0","1.0",".",".",".",".",".",".",".",".","."
"Sophomore","","256","3.269","47.7","15.6","14.1","8.2","9.4","3.1","1.2",".",".",".",".",".","0.8",".",".","."
"Junior","","313","3.284","45.4","16.9","15.7","9.6","8.0","2.2","1.3","0.3",".",".",".",".",".",".","0.3","0.3"
"Senior","","669","3.416","48.6","18.7","14.8","6.1","6.4","2.1","0.3","1.9","0.1",".",".",".","0.7","0.1",".","."
"Undergraduates","","1338","3.352","47.8","17.4","14.9","7.6","7.3","2.3","0.7","1.0","0.1",".",".",".","0.5","0.1","0.1","0.1"
"Special","","42","3.300","31.0","16.7","26.2","7.1","7.1",".",".","9.5",".",".",".",".",".",".","2.4","."
"Graduate","","298","3.743","45.3","13.4","9.7","0.3",".",".",".","15.4","0.3","5.4",".","8.7","0.3","0.3","0.7","."
"Prof Yr 2","","2","3.500",".","50.0",".",".",".",".",".",".",".",".",".",".","50.0",".",".","."
"Prof Yr 3","","3","4.000","66.7",".",".",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"Professionals","","5","3.786","40.0","20.0",".",".",".",".",".","20.0",".",".",".",".","20.0",".",".","."
"","College Total","1683","3.398","46.9","16.7","14.2","6.3","6.0","1.8","0.6","3.9","0.1","1.0",".","1.5","0.5","0.1","0.2","0.1"
