"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","10849","3.710","60.2","14.6","7.2","1.9","1.6","0.6","0.5","6.2","0.0","3.9",".","1.2","1.7","0.1","0.2","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","630","3.399","54.8","19.7","11.0","3.8","5.2","2.2","1.3","1.3",".",".",".",".","0.5","0.2",".","0.2"
"Sophomore","","1323","3.484","56.6","18.8","11.7","4.3","3.2","1.5","1.2","1.5",".",".",".",".","1.0","0.1",".","0.1"
"Junior","","1674","3.593","53.8","22.5","11.0","2.8","2.2","0.8","0.7","2.4",".","3.0",".",".","0.7","0.1","0.1","."
"Senior","","4193","3.751","61.7","14.7","6.7","1.7","1.0","0.5","0.3","4.6","0.0","7.6",".",".","0.8","0.1","0.2","."
"Undergraduates","","7820","3.647","58.6","17.5","8.8","2.6","2.0","0.9","0.6","3.4","0.0","4.7",".",".","0.8","0.1","0.1","0.0"
"Special","","438","3.760","54.8","8.7","4.3","1.1","2.5",".","1.1","21.5",".","2.1",".",".","3.0",".","0.7","0.2"
"Graduate","","2562","3.909","66.3","6.7","2.5","0.2","0.2",".","0.2","11.8",".","2.3",".","4.9","4.2","0.0","0.5","."
"Prof Yr 1","","8","3.417","37.5",".","25.0","12.5",".",".",".","25.0",".",".",".",".",".",".",".","."
"Prof Yr 2","","9","3.643","66.7","22.2",".","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","22","3.652","22.7","18.2","18.2",".",".",".",".","36.4",".",".",".",".","4.5",".",".","."
"Prof Yr 4","","2","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","41","3.625","36.6","17.1","14.6","4.9",".",".",".","24.4",".",".",".",".","2.4",".",".","."
"","College Total","10861","3.710","60.2","14.6","7.2","1.9","1.6","0.6","0.5","6.2","0.0","4.0",".","1.2","1.7","0.1","0.2","0.0"
