"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","87392","3.233","36.1","19.8","19.4","8.1","7.5","2.2","1.4","2.9","0.0","1.1","0.0","0.6","0.6","0.1","0.2","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","8634","2.982","24.7","18.5","23.3","12.5","12.2","3.4","2.3","0.1",".","2.4","0.1",".","0.2","0.0","0.1","0.1"
"Sophomore","","20364","3.139","30.2","20.6","23.5","10.1","9.7","2.5","1.3","0.1","0.0","1.2","0.0",".","0.3","0.1","0.0","0.1"
"Junior","","20221","3.178","32.9","21.5","22.3","9.2","8.6","2.5","1.6","0.3","0.0","0.5","0.0",".","0.4","0.1","0.0","0.0"
"Senior","","26637","3.300","39.7","21.5","18.5","7.3","6.2","2.1","1.4","1.7","0.0","0.6","0.0","0.1","0.6","0.1","0.1","0.0"
"Undergraduates","","75856","3.183","33.6","20.9","21.4","9.2","8.5","2.5","1.5","0.7","0.0","1.0","0.0","0.0","0.4","0.1","0.1","0.1"
"Special","","1396","3.391","33.6","10.6","9.2","3.0","3.2","0.8","1.6","25.6",".","3.9","0.1",".","1.3","0.9","5.4","0.4"
"Graduate","","9998","3.793","55.0","12.6","5.1","0.8","0.4","0.1","0.1","16.7","0.1","1.9","0.0","4.7","1.8","0.1","0.6","."
"Prof Yr 1","","212","3.582","63.2","11.3","20.3","1.4","1.9","0.9","0.5",".",".",".",".",".","0.5",".",".","."
"Prof Yr 2","","60","3.737","65.0","18.3","15.0",".",".",".",".",".",".",".",".",".","1.7",".",".","."
"Prof Yr 3","","84","3.858","69.0","14.3","4.8",".",".",".",".","1.2",".",".",".",".","10.7",".",".","."
"Prof Yr 4","","30","3.703","46.7","20.0","10.0",".",".",".",".","10.0",".","10.0",".","3.3",".",".",".","."
"Professionals","","386","3.670","63.5","13.7","15.3","0.8","1.0","0.5","0.3","1.0",".","0.8",".","0.3","2.8",".",".","."
"","College Total","87636","3.233","36.2","19.8","19.3","8.1","7.4","2.2","1.4","2.9","0.0","1.1","0.0","0.6","0.6","0.1","0.2","0.1"
