"BUS","","","","","","","","","","","","","","","","","","","","",""
"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","","","",""
"ACCT I S
232","Dept. Total","1955","3.177","32.3","15.5","26.9","7.4","12.2","4.2","0.7","0.6","0.1",".","",".","0.1","",".",".",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","18","2.618","11.1","16.7","27.8","11.1","11.1","11.1","5.6",".","5.6",".","",".",".","",".",".",".","."
"Sophomore","","276","2.861","22.8","10.9","30.1","9.1","18.5","6.9","1.8",".",".",".","",".",".","",".",".",".","."
"Junior","","594","2.904","22.1","11.6","31.1","8.9","19.2","5.9","0.7","0.2","0.2",".","",".",".","",".",".",".","0.2"
"Senior","","812","3.339","35.5","20.4","23.9","7.4","8.6","3.1","0.4","0.7",".",".","",".",".","",".",".",".","."
"Undergraduates","","1700","3.114","28.5","15.8","27.5","8.2","13.9","4.8","0.8","0.4","0.1",".","",".",".","",".",".",".","0.1"
"Special","","6","2.900","33.3","16.7","16.7",".",".",".","16.7","16.7",".",".","",".",".","",".",".",".","."
"Graduate","","245","3.647","59.6","13.1","22.9","1.6","0.8","0.4",".","1.2",".",".","",".","0.4","",".",".",".","."
"Prof Yr 2","","1","3.000",".",".","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"Prof Yr 3","","3","3.333",".","66.7","33.3",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"Professionals","","4","3.250",".","50.0","50.0",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"","Dept. Total","1955","3.177","32.3","15.5","26.9","7.4","12.2","4.2","0.7","0.6","0.1",".","",".","0.1","",".",".",".","0.1"
