"BIOLOGY CORE CURRICULUM","Section","#","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"206
BIOCORE","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cellular Biology","303
001","111","3.194","36.0","8.1","35.1","7.2","9.9","3.6",".","",".","",".","",".",".","",".","",".","",".",".","."
"","304
001","22","3.614","59.1","4.5","36.4",".",".",".",".","",".","",".","",".",".","",".","",".","",".",".","."
"","304
002","23","3.565","52.2","8.7","39.1",".",".",".",".","",".","",".","",".",".","",".","",".","",".",".","."
"","003
304","23","3.478","39.1","21.7","34.8","4.3",".",".",".","",".","",".","",".",".","",".","",".","",".",".","."
"","304
004","18","3.639","50.0","27.8","22.2",".",".",".",".","",".","",".","",".",".","",".","",".","",".",".","."
"","304
005","17","3.441","35.3","17.6","47.1",".",".",".",".","",".","",".","",".",".","",".","",".","",".",".","."
"Cellular Biology Laboratory","Course Total","103","3.549","47.6","15.5","35.9","1.0",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Biological Interactions","333
001","83","3.319","18.1","34.9","42.2","2.4","2.4",".",".","",".","",".","",".",".","",".","",".","",".",".","."
"Directed Study","699
002","9","4.000","100.0",".",".",".",".",".",".","",".","",".","",".",".","",".","",".","",".",".","."
"BIOCORE
206","Dept. Total","306","3.334","36.9","17.6","36.3","3.6","4.2","1.3","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"206
BIOCORE","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","22","3.152","36.4","9.1","40.9",".","9.1","4.5","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","163","3.308","39.3","12.9","35.0","5.5","6.1","1.2","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","118","3.398","33.9","26.3","36.4","1.7","0.8","0.8","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","303","3.334","37.0","17.8","36.0","3.6","4.3","1.3","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","2","3.000",".",".","100.0",".",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","1","4.000","100.0",".",".",".",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","306","3.334","36.9","17.6","36.3","3.6","4.2","1.3","",".","",".","",".",".","",".","",".","",".",".",".","."
