"Clinical Lab Science Practicum","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Smr-Lab Operatns & Qual Contrl","625
001","4","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Current Issues Seminar","640
001","21","3.833","66.7","33.3",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Directed Study","699
001","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"CLNLABSC
628","Dept. Total","234","3.557","48.3","29.5","18.4","2.1","1.7","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"628
CLNLABSC","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","24","3.203","12.5","37.5","37.5","4.2","8.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","174","3.615","54.6","27.0","16.7","1.1","0.6","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","198","3.559","49.5","28.3","19.2","1.5","1.5","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","36","3.542","41.7","36.1","13.9","5.6","2.8","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","234","3.557","48.3","29.5","18.4","2.1","1.7","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
