"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"Intro to Discrete Mathematics","240
001","59","2.931","18.6","25.4","22.0","15.3","8.5","3.4","5.1",".",".",".",".",".","1.7",".",".","."
"","252
001","28","3.074","35.7","17.9","17.9","10.7","3.6","3.6","7.1","3.6",".",".",".",".",".",".",".","."
"","252
002","38","3.026","39.5","10.5","26.3",".","10.5","7.9","5.3",".",".",".",".",".",".",".",".","."
"Intro to Computer Engineering","Course Total","66","3.046","37.9","13.6","22.7","4.5","7.6","6.1","6.1","1.5",".",".",".",".",".",".",".","."
"Fund of Human-Comp Interaction","270
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Comp Sci","298
001","41","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","302
001","154","2.646","18.8","9.7","20.1","14.3","23.4","7.1","4.5","0.6",".",".",".",".","1.3",".",".","."
"","302
002","140","2.804","21.4","16.4","16.4","17.1","20.0","5.0","3.6",".",".",".",".",".",".",".",".","."
"","302
003","17","3.088","35.3","5.9","29.4","11.8","11.8","5.9",".",".",".",".",".",".",".",".",".","."
"","302
004","23","2.200","13.0","4.3","13.0","4.3","34.8","4.3","13.0",".",".",".",".",".","13.0",".",".","."
"","302
005","20","2.675","10.0","10.0","20.0","35.0","20.0","5.0",".",".",".",".",".",".",".",".",".","."
"","302
006","28","3.135","28.6","7.1","42.9","3.6","7.1",".","3.6","3.6",".",".",".",".","3.6",".",".","."
"","302
007","22","2.841","31.8","9.1","13.6","13.6","22.7","4.5","4.5",".",".",".",".",".",".",".",".","."
"","302
008","26","2.981","26.9","15.4","26.9","3.8","23.1",".","3.8",".",".",".",".",".",".",".",".","."
"Introduction to Programming","Course Total","430","2.757","21.4","11.6","20.5","14.2","21.2","5.1","4.2","0.5",".",".",".",".","1.4",".",".","."
"","304
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","304
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"WES-CS Group Meeting","Course Total","2","***","","","","","","","","","","","","","","","",""
"","310
001","46","3.185","19.6","28.3","34.8","8.7","6.5","2.2",".",".",".",".",".",".",".",".",".","."
"","310
002","51","3.140","23.5","27.5","29.4","7.8","2.0","5.9","2.0","2.0",".",".",".",".",".",".",".","."
"Prob Solvng Using Computers","Course Total","97","3.161","21.6","27.8","32.0","8.2","4.1","4.1","1.0","1.0",".",".",".",".",".",".",".","."
"","352
001","30","3.383","36.7","20.0","30.0","10.0","3.3",".",".",".",".",".",".",".",".",".",".","."
"","352
002","33","3.076","30.3","21.2","21.2","18.2",".","3.0","6.1",".",".",".",".",".",".",".",".","."
"Digital System Fundamentals","Course Total","63","3.222","33.3","20.6","25.4","14.3","1.6","1.6","3.2",".",".",".",".",".",".",".",".","."
"","354
001","50","3.082","36.0","12.0","22.0","12.0","6.0","8.0","2.0",".",".",".",".",".",".","2.0",".","."
"","002
354","44","3.148","40.9","9.1","25.0","2.3","15.9","6.8",".",".",".",".",".",".",".",".",".","."
"Machine Organizatn&Progrmng","Course Total","94","3.113","38.3","10.6","23.4","7.4","10.6","7.4","1.1",".",".",".",".",".",".","1.1",".","."
"","367
001","75","2.947","42.7","5.3","24.0","8.0","5.3","2.7","12.0",".",".",".",".",".",".",".",".","."
"","367
002","86","3.105","36.0","7.0","32.6","11.6","7.0","1.2","4.7",".",".",".",".",".",".",".",".","."
"","367
003","12","3.208","33.3","41.7",".","16.7",".",".","8.3",".",".",".",".",".",".",".",".","."
"Intro to Data Structures","Course Total","173","3.043","38.7","8.7","26.6","10.4","5.8","1.7","8.1",".",".",".",".",".",".",".",".","."
"","368
001","52","",".",".",".",".",".",".",".",".",".","88.5","7.7",".",".","1.9",".","."
"","368
002","11","",".",".",".",".",".",".",".",".",".","72.7","27.3",".",".",".",".","."
"Learn a Programming Language","Course Total","63","",".",".",".",".",".",".",".",".",".","85.7","11.1",".",".","1.6",".","."
"Tech:Computer-Based Bus Sys","371
001","13","2.808","23.1","7.7","23.1","30.8","7.7",".","7.7",".",".",".",".",".",".",".",".","."
"Intro to Numerical Methods","412
001","55","3.018","25.5","20.0","25.5","9.1","14.5","1.8","3.6",".",".",".",".",".",".",".",".","."
"Introduction to Cryptography","435
001","18","2.722","11.1","5.6","50.0","16.7","5.6","5.6","5.6",".",".",".",".",".",".",".",".","."
"Intro-Combinatorics","475
001","9","2.944","55.6",".",".","11.1","22.2",".","11.1",".",".",".",".",".",".",".",".","."
"Numerical Linear Algebra","513
001","13","3.269","53.8","15.4","7.7","7.7",".","15.4",".",".",".",".",".",".",".",".",".","."
"Linear Programming Methods","525
001","31","3.210","38.7","25.8","16.1","3.2","6.5","6.5","3.2",".",".",".",".",".",".",".",".","."
"Thry&Appl of Pattrn Recgntn","532
001","12","3.227","50.0","8.3","16.7",".","8.3",".","8.3","8.3",".",".",".",".",".",".",".","."
"Computational Photography","534
001","46","3.022","26.1","19.6","28.3","10.9","8.7",".","6.5",".",".",".",".",".",".",".",".","."
"Intro-Progm Langs&Compilers","536
001","69","3.362","55.1","10.1","14.5","7.2","7.2","4.3","1.4",".",".",".",".",".",".",".",".","."
