"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"","100
001","19","3.605","52.6","26.3","10.5","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"","100
002","19","3.842","84.2",".","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
003","19","3.789","57.9","42.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
004","13","3.846","84.6",".","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
005","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
006","14","3.321","35.7","7.1","50.0",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"","100
007","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
010","18","3.417","27.8","44.4","16.7","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"","100
011","19","3.737","57.9","31.6","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
012","19","3.711","57.9","26.3","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
013","19","3.789","57.9","42.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
014","19","3.947","89.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","016
100","19","3.921","94.7",".",".","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","100
017","18","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
018","19","3.842","78.9","10.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
019","19","3.921","84.2","15.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
021","17","3.912","82.4","17.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
022","17","3.500","41.2","29.4","11.8","5.9","5.9",".",".",".",".",".",".",".","5.9",".",".","."
"","100
023","19","3.658","47.4","36.8","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
024","19","3.842","73.7","21.1","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
026","19","3.105","26.3","15.8","31.6","15.8","5.3","5.3",".",".",".",".",".",".",".",".",".","."
"","100
028","18","3.972","94.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
029","19","3.421","15.8","52.6","31.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
030","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
031","19","3.895","78.9","21.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
033","18","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
035","18","3.417","38.9","27.8","22.2",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"","100
036","19","3.526","36.8","31.6","31.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
039","19","3.553","31.6","47.4","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
040","18","3.722","55.6","38.9",".","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","041
100","16","3.563","56.3","31.3",".","6.3",".","6.3",".",".",".",".",".",".",".",".",".","."
"","100
042","19","3.579","52.6","42.1",".",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"","100
043","19","3.868","73.7","26.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
044","19","3.632","52.6","31.6","5.3","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"","100
045","18","3.500","44.4","22.2","27.8",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","100
046","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","100
047","19","3.895","78.9","21.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
048","19","3.842","68.4","31.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
049","18","3.722","44.4","55.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
050","18","3.583","33.3","55.6","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","100
051","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Freshman Composition","Course Total","722","3.718","62.0","25.1","9.6","1.8","1.0","0.3","0.1",".",".",".",".",".","0.1",".",".","."
"","110
001","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","110
002","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","110
003","11","",".",".",".",".",".",".",".",".",".",".",".",".",".",".","100.0","."
"Intensv English as 2nd Lang","Course Total","30","",".",".",".",".",".",".",".",".",".","63.3",".",".",".",".","36.7","."
