"","990
026","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
030","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
032","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","25","",".",".",".",".",".",".",".","76.0",".",".",".","20.0","4.0",".",".","."
"DY SCI
292","Dept. Total","325","3.540","60.3","9.2","12.0","3.4","4.3","1.2","0.9","5.8",".",".",".","1.5","1.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"292
DY SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","6","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","33","3.473","45.5","15.2","18.2","6.1","9.1",".",".",".",".",".",".",".","6.1",".",".","."
"Junior","","64","3.195","46.9","14.1","15.6","7.8","7.8","3.1","3.1",".",".",".",".",".","1.6",".",".","."
"Senior","","120","3.582","64.2","10.0","16.7","2.5","4.2","1.7","0.8",".",".",".",".",".",".",".",".","."
"Undergraduates","","223","3.468","56.5","12.1","16.6","4.5","5.8","1.8","1.3",".",".",".",".",".","1.3",".",".","."
"Special","","4","3.864","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","101","3.858","69.3","2.0","2.0","1.0","1.0",".",".","18.8",".",".",".","5.0","1.0",".",".","."
"","Dept. Total","328","3.540","60.7","9.1","11.9","3.4","4.3","1.2","0.9","5.8",".",".",".","1.5","1.2",".",".","."
