"","990
030","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
047","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis Research","Course Total","11","",".",".",".",".",".",".",".","36.4","9.1",".",".","54.5",".",".",".","."
"Independent Research","999
035","2","***","","","","","","","","","",".",".",".",".",".",".","."
"E ASIAN
295","Dept. Total","1075","3.546","50.7","25.2","10.8","5.5","2.6","1.1","0.7","1.9","0.2",".",".","0.8","0.5",".",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"295
E ASIAN","","","","","","","","","","","","","","","","","","",""
"Freshmen","","89","3.399","42.7","25.8","16.9","6.7","2.2","4.5",".","1.1",".",".",".",".",".",".",".","."
"Sophomore","","206","3.568","53.4","24.8","11.7","3.4","3.4","1.0","1.5","1.0",".",".",".",".",".",".",".","."
"Junior","","263","3.511","46.8","28.5","11.4","7.6","1.9","1.1","0.4","1.5","0.4",".",".",".","0.4",".",".","."
"Senior","","411","3.558","53.5","24.3","10.7","5.4","3.4","0.7","0.7","1.0",".",".",".",".","0.2",".",".","."
"Undergraduates","","969","3.531","50.7","25.7","11.7","5.7","2.9","1.2","0.7","1.1","0.1",".",".",".","0.2",".",".","."
"Special","","21","3.526","28.6","42.9","9.5","9.5",".",".",".","4.8",".",".",".",".",".",".",".","4.8"
"Graduate","","83","3.793","55.4","15.7","1.2","2.4",".",".",".","9.6","1.2",".",".","10.8","3.6",".",".","."
"Prof Yr 2","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","1075","3.546","50.7","25.2","10.8","5.5","2.6","1.1","0.7","1.9","0.2",".",".","0.8","0.5",".",".","0.1"
