"","990
085","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
086","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
089","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
090","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","33","",".",".",".",".",".",".",".","45.5",".",".",".","54.5",".",".",".","."
"A A E
108","Dept. Total","608","3.038","22.5","18.6","23.4","8.4","9.7","4.3","1.6","3.8",".",".",".","3.0","3.6",".","1.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"108
A A E","","","","","","","","","","","","","","","","","","",""
"Freshmen","","35","3.250","22.9","22.9","37.1","8.6","5.7",".",".","2.9",".",".",".",".",".",".",".","."
"Sophomore","","70","3.281","25.7","30.0","27.1","10.0","7.1",".",".",".",".",".",".",".",".",".",".","."
"Junior","","99","3.012","23.2","20.2","30.3","9.1","10.1","3.0","4.0",".",".",".",".",".",".",".",".","."
"Senior","","294","2.884","21.1","17.7","25.5","10.9","14.3","7.5","1.7","1.0",".",".",".",".","0.3",".",".","."
"Undergraduates","","498","2.989","22.3","20.3","27.5","10.2","11.8","5.0","1.8","0.8",".",".",".",".","0.2",".",".","."
"Special","","10","2.706","30.0","10.0",".",".",".","10.0","10.0","30.0",".",".",".",".",".",".","10.0","."
"Graduate","","98","3.727","22.4","10.2","5.1",".",".",".",".","16.3",".",".",".","18.4","21.4",".","6.1","."
"Prof Yr 4","","2","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","2","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","608","3.038","22.5","18.6","23.4","8.4","9.7","4.3","1.6","3.8",".",".",".","3.0","3.6",".","1.2","."
