"8th Semester Asian Language","602
001","4","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Thai Prose: The Short Story","618
001","4","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Adv Readings in Hindi Language","653
001","4","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Advanced Readings in Tibetan","677
001","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"LCA LANG
522","Dept. Total","226","3.688","73.0","12.8","5.3","1.3","2.2","2.2","1.3","0.9","",".",".","",".","",".","0.9",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"522
LCA LANG","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","17","3.588","64.7","11.8","11.8",".","11.8",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","43","3.741","72.1","16.3","7.0",".","2.3","2.3",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","45","3.723","80.0","11.1",".","2.2","2.2","2.2","2.2",".","",".",".","",".","",".",".",".",".","."
"Senior","","61","3.526","62.3","16.4","11.5","1.6","1.6","1.6","3.3",".","",".",".","",".","",".","1.6",".",".","."
"Undergraduates","","166","3.646","69.9","14.5","7.2","1.2","3.0","1.8","1.8",".","",".",".","",".","",".","0.6",".",".","."
"Special","","5","3.250","60.0",".",".",".",".","20.0",".","20.0","",".",".","",".","",".",".",".",".","."
"Graduate","","55","3.860","83.6","9.1",".","1.8",".","1.8",".","1.8","",".",".","",".","",".","1.8",".",".","."
"","Dept. Total","226","3.688","73.0","12.8","5.3","1.3","2.2","2.2","1.3","0.9","",".",".","",".","",".","0.9",".",".","."
