"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","",""
"ALS","College Total","10137","3.241","37.2","16.4","17.6","7.0","7.9","2.2","0.8","6.3","0.0","0.9",".","2.7","0.8","0.0","0.2","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"ALS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","528","3.045","29.0","19.5","22.0","10.2","11.9","4.2","0.8","0.2",".","1.7",".",".",".","0.2",".","0.4"
"Sophomore","","1175","3.118","34.5","18.4","20.2","11.1","10.6","2.4","1.2",".",".","0.9",".",".","0.7",".","0.1","0.1"
"Junior","","1913","3.142","37.0","16.5","20.4","9.0","11.7","3.0","1.3","0.1",".","0.3",".",".","0.5","0.2","0.1","."
"Senior","","4219","3.251","39.5","18.8","20.4","7.7","8.5","2.6","0.9","0.9",".","0.1",".",".","0.5",".","0.1","."
"Undergraduates","","7835","3.191","37.4","18.2","20.5","8.7","9.8","2.8","1.1","0.5",".","0.4",".",".","0.5","0.1","0.1","0.0"
"Special","","156","3.342","35.9","18.6","12.8","4.5","5.1","1.9","1.3","15.4",".","1.3",".","0.6","0.6","0.6","1.3","."
"Graduate","","2080","3.693","37.0","9.3","6.9","0.6","0.4","0.0",".","27.6","0.1","2.8",".","12.9","1.8",".","0.4","."
"Prof Yr 1","","52","2.942","21.2","11.5","26.9","15.4","25.0",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","6","3.900","66.7","16.7",".",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"Prof Yr 3","","6","3.700","33.3","16.7",".",".",".",".",".",".",".",".",".","50.0",".",".",".","."
"Prof Yr 4","","6","3.864","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","70","3.071","31.4","12.9","20.0","11.4","18.6",".",".","1.4",".",".",".","4.3",".",".",".","."
"","College Total","10141","3.241","37.3","16.3","17.6","7.0","7.9","2.2","0.8","6.3","0.0","0.9",".","2.7","0.8","0.0","0.2","0.0"
