"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","10444","3.328","35.6","22.8","24.9","6.5","6.0","1.4","0.6","1.4","0.0","0.3",".","0.1","0.1","0.0","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","37","2.828","35.1","13.5","21.6","5.4","8.1","10.8","2.7",".","2.7",".",".",".",".",".",".","."
"Sophomore","","948","3.049","27.2","18.6","28.3","9.2","11.9","3.0","1.5",".",".","0.3",".",".",".",".",".","0.1"
"Junior","","2389","3.149","28.2","20.3","29.7","8.5","9.6","2.3","1.0","0.1","0.0","0.0",".",".","0.2","0.0",".","0.1"
"Senior","","4356","3.302","31.3","23.7","27.8","7.8","6.2","1.4","0.4","0.8","0.0","0.3",".",".","0.2","0.0",".","."
"Undergraduates","","7730","3.224","29.8","22.0","28.4","8.2","7.9","1.9","0.7","0.5","0.0","0.2",".",".","0.2","0.0",".","0.0"
"Special","","114","3.366","33.3","19.3","23.7","9.6","2.6",".","0.9","4.4",".",".",".",".",".","1.8","4.4","."
"Graduate","","2563","3.675","52.8","25.4","14.7","1.2","0.4","0.0",".","4.1",".","0.4",".","0.4","0.1",".","0.4","."
"Prof Yr 1","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","18","3.755","55.6","38.9","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","18","3.660","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","37","3.699","51.4","37.8","10.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","College Total","10444","3.328","35.6","22.8","24.9","6.5","6.0","1.4","0.6","1.4","0.0","0.3",".","0.1","0.1","0.0","0.1","0.0"
