"MECHANICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"Special Topics-Mech Engr","Course Total","","111","3.491","36.9","27.9","26.1","0.9","3.6",".",".","1.8",".",".",".",".",".",".","2.7","."
"699","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","036","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","090","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","245","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","16","3.986","87.5","6.3",".",".",".",".",".","6.3",".",".",".",".",".",".",".","."
"702
Grad Cooperative Educ Program","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"708","001","","9","3.556","33.3","44.4","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"708","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Composite Material","Course Total","","10","3.556","30.0","40.0","20.0",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"717
Advanced Polymer Processing","001","","8","3.125","12.5","37.5","12.5","37.5",".",".",".",".",".",".",".",".",".",".",".","."
"718
Modlng&Simlatn-Polymer Proc","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"739","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"739","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Automation & Robotics","Course Total","","5","***","","","","","","","","","","","","","","","",""
"740
Advanced Vibrations","001","","16","3.875","81.3","12.5","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"746
Dynamics-Controlled Systems","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Comp Ctrl-Machines&Proc","Course Total","","3","***","","","","","","","","","","","","","","","",""
"748
Design-Mech Elements & Sys","001","","18","3.833","55.6","27.8",".",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"761
Topics in Thermodynamics","001","","29","3.603","58.6","3.4","37.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"769
Combustion Processes","001","","22","3.818","63.6","36.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","007","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","010","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","011","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","015","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","017","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","019","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","024","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","028","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"June 23, 2011","","","","","","","","","","","","","","","","","","","Page 133 of 403",""
