"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"LANG & CULTURES OF ASIA - L","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","","",""
"522
LCA LANG","","","","","","","","","","","","","","","","","","","","",""
"Sixth Semester Kazak","532","001","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"Sixth Semester Turkish & Azeri","540","001","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"Sixth Semester Hindi","554","001","5","***","","","","","","","","","","",".",".",".",".",".",".","."
"Sixth Semester Persian","564","001","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Sixth Semester Urdu","572","001","4","***","","","","","","","","","","",".",".",".",".",".",".","."
"8th Semester Asian Language","602","001","4","***","","","","","","","","","","",".",".",".",".",".",".","."
"Thai Prose: The Short Story","618","001","4","***","","","","","","","","","","",".",".",".",".",".",".","."
"Adv Readings in Hindi Language","653","001","4","***","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Readings in Tibetan","677","001","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"LCA LANG
522","","Dept. Total","226","3.688","73.0","12.8","5.3","1.3","2.2","2.2","1.3","0.9","",".",".",".",".","0.9",".",".","."
