"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"Reading and Research","Course Total","43","",".",".",".",".",".",".",".","72.1",".",".",".","27.9",".",".",".","."
"MATH
600","Dept. Total","5366","2.866","26.9","12.2","21.5","11.7","14.8","5.6","4.2","0.9",".","1.2","0.0","0.2","0.5","0.1","0.0","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1165","2.754","21.8","11.4","22.5","13.5","16.9","5.8","5.4",".",".","2.4","0.1",".","0.2","0.1",".","."
"Sophomore","","1873","2.859","23.1","12.4","23.3","14.0","16.3","5.2","3.2",".",".","1.8",".",".","0.5","0.1",".","0.1"
"Junior","","1160","2.887","27.3","13.8","22.5","11.2","14.4","5.1","4.7",".",".","0.4",".",".","0.3","0.1","0.1","0.1"
"Senior","","795","2.779","27.8","11.2","20.1","9.7","14.5","9.6","5.3","0.5",".","0.1",".",".","0.9","0.3",".","0.1"
"Undergraduates","","4993","2.826","24.5","12.3","22.4","12.5","15.7","6.0","4.4","0.1",".","1.3","0.0",".","0.4","0.1","0.0","0.1"
"Special","","60","3.116","35.0","26.7","18.3",".","5.0","3.3","6.7","3.3",".",".",".",".",".",".","1.7","."
"Graduate","","312","3.771","63.1","7.4","7.1","1.3","1.9","0.3","0.3","12.8",".",".",".","3.8","1.3","0.6",".","."
"Prof Yr 4","","1","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Professionals","","1","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","Dept. Total","5366","2.866","26.9","12.2","21.5","11.7","14.8","5.6","4.2","0.9",".","1.2","0.0","0.2","0.5","0.1","0.0","0.1"
