"DAIRY SCIENCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"292
DY SCI","","","","","","","","","","","","","","","","","","","",""
"205
Dairy Cattle Selection","001","","17","3.824","76.5","11.8","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","024","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","030","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","032","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"311
Comparative Animal Nutritn","001","","28","3.000","10.7","35.7","17.9","21.4","10.7","3.6",".",".",".",".",".",".",".",".",".","."
"313","001","","13","3.500","53.8","7.7","23.1","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"313","002","","12","3.667","83.3",".","8.3",".",".","8.3",".",".",".",".",".",".",".",".",".","."
"Animal Feeds&Diet Formulatn","Course Total","","25","3.580","68.0","4.0","16.0","8.0",".","4.0",".",".",".",".",".",".",".",".",".","."
"320
Animal Health & Disease Mgt","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"361
Intro to Animal & Vet Genetics","001","","19","3.000","31.6",".","47.4",".","10.5","10.5",".",".",".",".",".",".",".",".",".","."
"362
Veterinary Genetics","001","","7","2.571","28.6",".","28.6",".","28.6",".","14.3",".",".",".",".",".",".",".",".","."
"363
Principles of Animal Breeding","001","","16","2.688","31.3",".","31.3",".","25.0",".","12.5",".",".",".",".",".",".",".",".","."
"375","001","","13","3.458","46.2","7.7","30.8",".","7.7",".",".",".",".",".",".",".","7.7",".",".","."
"375","002","","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics","Course Total","","27","3.852","70.4","7.4","14.8",".","3.7",".",".",".",".",".",".",".","3.7",".",".","."
"399","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","026","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"399","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","032","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Coord Intrnshp/Cooprtv Educ","Course Total","","10","4.000","80.0",".",".",".",".",".",".",".",".",".",".",".","20.0",".",".","."
"433
Dairy Herd Management","001","","30","3.467","40.0","30.0","16.7","10.0","3.3",".",".",".",".",".",".",".",".",".",".","."
"468
Envir Impact-Livestock Operatn","001","","6","3.583","66.7","16.7",".",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"535
Dairy Farm Mgmt Practicum","001","","30","3.917","86.7","10.0","3.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","024","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"799","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Pract-Dairy Science Tchng","Course Total","","2","***","","","","","","","","","","","","","","","",""
"875
Special Topics","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"900","001","","38","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"900","003","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"900","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar","Course Total","","45","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"931
Seminar in Animal Nutrition","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
