"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","101
001","6","2.833","50.0",".","16.7",".","16.7",".","16.7",".",".",".",".",".",".",".",".","."
"","101
002","17","3.441","52.9","23.5","5.9","5.9","5.9","5.9",".",".",".",".",".",".",".",".",".","."
"","101
003","10","2.450","40.0",".",".","10.0","30.0",".","20.0",".",".",".",".",".",".",".",".","."
"","004
101","19","3.444","52.6","5.3","21.1","5.3","10.5",".",".","5.3",".",".",".",".",".",".",".","."
"","101
005","13","3.769","76.9","15.4",".",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Algebra","Course Total","65","3.297","55.4","10.8","9.2","4.6","12.3","1.5","4.6","1.5",".",".",".",".",".",".",".","."
"","112
001","17","2.765","29.4",".","35.3",".","23.5","5.9","5.9",".",".",".",".",".",".",".",".","."
"","112
002","16","2.625","25.0",".","37.5",".","18.8","12.5","6.3",".",".",".",".",".",".",".",".","."
"","112
004","19","2.684","31.6",".","31.6",".","15.8","15.8","5.3",".",".",".",".",".",".",".",".","."
"","112
006","14","1.929","14.3",".","21.4",".","21.4","28.6","14.3",".",".",".",".",".",".",".",".","."
"","112
007","17","2.688","11.8","5.9","41.2","5.9","23.5",".","5.9","5.9",".",".",".",".",".",".",".","."
"","112
008","17","2.324","23.5","5.9","11.8",".","41.2",".","17.6",".",".",".",".",".",".",".",".","."
"","112
009","20","2.800","25.0",".","50.0",".","10.0","10.0","5.0",".",".",".",".",".",".",".",".","."
"","112
010","14","2.464","14.3","14.3","14.3","7.1","35.7","7.1","7.1",".",".",".",".",".",".",".",".","."
"","112
011","17","2.706","23.5",".","29.4",".","41.2","5.9",".",".",".",".",".",".",".",".",".","."
"","112
013","18","2.611","22.2",".","50.0",".","11.1",".","16.7",".",".",".",".",".",".",".",".","."
"","112
014","9","2.688","33.3",".","11.1","11.1","22.2",".","11.1",".",".",".",".",".",".",".",".","11.1"
"","112
015","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","112
016","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","112
017","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Algebra","Course Total","193","2.581","23.3","2.6","31.6","1.6","23.3","7.8","8.8","0.5",".",".",".",".",".",".",".","0.5"
"","113
002","14","1.964","14.3","7.1","21.4",".","21.4","7.1","28.6",".",".",".",".",".",".",".",".","."
"","113
003","16","1.844","6.3","6.3","18.8","12.5","18.8","12.5","25.0",".",".",".",".",".",".",".",".","."
"","113
004","18","2.472","11.1","16.7","27.8",".","22.2","16.7","5.6",".",".",".",".",".",".",".",".","."
"","113
005","19","2.947","26.3","5.3","21.1","26.3","21.1",".",".",".",".",".",".",".",".",".",".","."
"","113
006","17","1.941","11.8","11.8","5.9","11.8","17.6","23.5","17.6",".",".",".",".",".",".",".",".","."
"","113
007","19","2.472","21.1","5.3","21.1",".","21.1","26.3",".",".",".",".",".",".","5.3",".",".","."
"","113
008","18","3.000","38.9","5.6","16.7","5.6","27.8","5.6",".",".",".",".",".",".",".",".",".","."
"","113
010","18","2.722","22.2","11.1","16.7","11.1","27.8","11.1",".",".",".",".",".",".",".",".",".","."
"Trigonometry","Course Total","139","2.449","19.4","8.6","18.7","8.6","22.3","12.9","8.6",".",".",".",".",".","0.7",".",".","."
"Algebra and Trigonometry","114
001","89","3.102","23.6","25.8","22.5","16.9","3.4","5.6","1.1",".",".",".",".",".","1.1",".",".","."
"","130
001","21","3.690","57.1","33.3","4.8",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"","130
002","20","2.950","20.0","15.0","35.0","5.0","20.0","5.0",".",".",".",".",".",".",".",".",".","."
"","130
003","21","2.833","19.0","9.5","38.1","4.8","23.8",".","4.8",".",".",".",".",".",".",".",".","."
"Math for","Course Total","62","3.161","32.3","19.4","25.8","3.2","16.1","1.6","1.6",".",".",".",".",".",".",".",".","."
"","131
001","20","2.925","20.0","15.0","20.0","30.0","10.0","5.0",".",".",".",".",".",".",".",".",".","."
"","131
002","18","3.389","38.9","11.1","38.9","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","131
003","19","2.816","5.3","5.3","42.1","42.1","5.3",".",".",".",".",".",".",".",".",".",".","."
"Math for Tchng:","Course Total","57","3.035","21.1","10.5","33.3","28.1","5.3","1.8",".",".",".",".",".",".",".",".",".","."
"","132
001","14","3.000","28.6","14.3","28.6",".","21.4","7.1",".",".",".",".",".",".",".",".",".","."
"","132
002","19","3.000","26.3","10.5","31.6","10.5","15.8","5.3",".",".",".",".",".",".",".",".",".","."
"","132
003","20","3.425","55.0","5.0","25.0",".","15.0",".",".",".",".",".",".",".",".",".",".","."
"Prob Solvng: Alg, Prob & Stats","Course Total","53","3.160","37.7","9.4","28.3","3.8","17.0","3.8",".",".",".",".",".",".",".",".",".","."
"Algebraic Reasong-Teachng Math","135
001","6","3.417","16.7","50.0","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mathematics for Teaching","138
001","7","3.643","42.9","42.9","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"June 23, 2011","","","","","","","","","","","","","","","","","","Page 254 of 403",""
