"","991
012","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","991
013","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","991
019","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indiv Research-Slavic Lit","Course Total","15","",".",".",".",".",".",".",".","60.0",".",".",".","40.0",".",".",".","."
"SLAVIC
888","Dept. Total","270","3.531","51.1","16.3","14.8","3.3","3.3","0.7","0.4","6.3",".",".",".","2.2","0.4","0.4","0.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"888
SLAVIC","","","","","","","","","","","","","","","","","","",""
"Freshmen","","15","3.189","26.7","20.0","33.3","13.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","50","3.638","64.0","14.0","18.0","2.0","2.0",".",".",".",".",".",".",".",".",".",".","."
"Junior","","66","3.572","59.1","19.7","15.2","3.0",".","3.0",".",".",".",".",".",".",".",".",".","."
"Senior","","68","3.367","38.2","29.4","14.7","5.9","7.4",".","1.5","1.5",".",".",".",".",".",".","1.5","."
"Undergraduates","","199","3.491","50.8","21.6","17.1","4.5","3.5","1.0","0.5","0.5",".",".",".",".",".",".","0.5","."
"Special","","6","2.800","16.7",".","16.7",".","16.7",".",".","33.3",".",".",".",".","16.7",".",".","."
"Graduate","","65","3.784","55.4","1.5","7.7",".","1.5",".",".","21.5",".",".",".","9.2",".","1.5","1.5","."
"","Dept. Total","270","3.531","51.1","16.3","14.8","3.3","3.3","0.7","0.4","6.3",".",".",".","2.2","0.4","0.4","0.7","."
